text,left_pixels,top_pixels,width_pixels,height_pixels,page
by ,258,1897,31,31,0
the ,298,1897,37,31,0
applicant ,346,1897,114,31,0
in ,469,1897,24,31,0
accordance ,502,1897,141,31,0
with ,651,1897,56,31,0
the ,715,1897,38,31,0
requirements ,761,1897,164,31,0
of ,936,1897,26,31,0
Fed,969,1897,47,31,0
. ,1018,1897,4,31,0
R. ,1032,1897,25,31,0
Crim,1070,1897,63,31,0
. ,1135,1897,4,31,0
P. ,1149,1897,23,31,0
4.1 ,1182,1897,36,31,0
"by
",1231,1897,30,31,0
Date,108,2030,66,21,0
":
",172,2030,8,21,0
"Telephone
",378,1934,139,28,0
"06/07/2023
",283,2029,145,21,0
City ,115,2117,51,33,0
and ,177,2117,43,32,0
state,230,2117,56,32,0
: ,290,2117,3,32,0
San ,320,2117,47,32,0
Diego,380,2117,71,32,0
", ",454,2117,4,32,0
"Calfornia
",470,2117,113,32,0
(,794,1938,11,25,0
specify ,802,1938,72,25,0
reliable ,881,1938,81,25,0
electronic ,969,1938,103,25,0
means,1079,1938,65,25,0
),1143,1938,10,25,0
".
",1156,1938,3,25,0
William ,1104,2008,185,65,0
V. ,1298,2008,39,65,0
"Gallo
",1347,2008,130,65,0
Judge's ,1176,2066,79,24,0
"signature
",1264,2066,90,24,0
Hon,985,2118,49,29,0
. ,1039,2118,2,29,0
Willaim ,1050,2118,93,29,0
V. ,1152,2118,25,29,0
Gallo,1189,2118,64,29,0
", ",1255,2118,5,29,0
U.S. ,1273,2118,51,29,0
Magistrate ,1335,2118,132,29,0
"Judge
",1477,2118,78,29,0
Printed ,1152,2162,78,18,0
name ,1237,2162,56,18,0
and ,1300,2162,38,18,0
"title
",1344,2162,42,18,0
"1
",154,209,20,29,1
"2
",151,279,25,25,1
Case ,249,39,75,33,1
3,337,39,17,32,1
:,358,39,3,32,1
23,366,39,36,32,1
-,404,39,9,32,1
mj,417,39,32,32,1
-,453,39,8,32,1
02081,463,39,93,32,1
-,559,39,9,32,1
WVG ,571,39,77,32,1
Document ,685,39,152,32,1
1 ,850,39,14,32,1
Filed ,898,39,69,32,1
06/08/23 ,981,39,131,32,1
PageID.2 ,1145,39,139,32,1
Page ,1317,39,75,32,1
2 ,1407,39,15,32,1
of ,1435,39,27,32,1
"27
",1473,39,35,32,1
ATTACHMENT ,746,221,277,28,1
"A
",1033,221,29,28,1
PROPERTY ,630,290,202,29,1
TO ,844,290,52,29,1
BE ,909,290,49,29,1
"SEARCHED
",970,290,208,29,1
"3
",148,348,28,27,1
"4
",147,416,33,26,1
This ,310,426,67,39,1
warrant ,392,426,121,38,1
applies ,527,426,111,38,1
to ,650,426,30,38,1
information ,693,426,189,38,1
associated ,894,426,164,38,1
with ,1069,426,72,38,1
Apple ,1150,426,98,38,1
ID ,1261,426,40,38,1
affiliated ,1316,426,142,38,1
with ,1470,426,71,38,1
"the
",1553,426,48,38,1
5 ,155,485,17,49,1
below ,207,485,98,49,1
identifiers,331,485,161,49,1
", ",495,485,9,49,1
that ,526,485,64,49,1
is ,614,485,26,49,1
stored ,665,485,100,49,1
at ,789,485,30,49,1
premises ,841,485,144,49,1
owned,1012,485,108,49,1
", ",1121,485,7,49,1
maintained,1153,485,182,49,1
", ",1336,485,8,49,1
controlled,1369,485,165,49,1
", ",1535,485,7,49,1
"or
",1570,485,33,49,1
6 ,152,553,21,50,1
operated ,207,552,139,50,1
by ,356,552,43,50,1
Apple ,410,552,99,50,1
Inc.,524,552,58,50,1
", ",587,552,7,50,1
a ,609,552,18,50,1
company ,640,552,148,50,1
headquartered ,800,552,231,50,1
at ,1044,552,28,50,1
Apple ,1086,552,98,50,1
Inc.,1198,552,57,50,1
", ",1261,552,9,50,1
1 ,1285,552,14,50,1
Apple ,1315,552,98,50,1
Park ,1427,552,76,50,1
Way,1513,552,77,50,1
",
",1592,552,7,50,1
7 ,151,622,22,49,1
Cupertino,206,621,161,49,1
", ",369,621,6,49,1
CA ,387,621,59,49,1
95014,457,621,98,49,1
":
",558,621,5,49,1
Account ,412,703,137,37,1
Holder,560,703,113,37,1
: ,674,703,6,37,1
Grant ,724,703,92,37,1
"Witherspoon
",826,703,207,37,1
Account ,412,771,136,38,1
Number,560,771,132,37,1
: ,694,771,5,37,1
(,724,771,12,37,1
303,736,771,57,37,1
) ,797,771,12,37,1
"520-7458
",821,771,151,37,1
"8
",152,690,23,28,1
"9
",150,760,25,28,1
"10
",134,828,41,30,1
Account ,411,841,137,30,1
ID,559,841,42,29,1
":
",604,841,6,29,1
"gwitherspoon24@gmail.com
",725,840,464,39,1
"11
",132,897,40,31,1
(,414,908,12,38,1
"""",428,907,15,38,1
Target ,444,907,116,38,1
Account,570,907,144,38,1
"""",716,907,14,38,1
")
",730,907,13,38,1
"12
",130,967,46,27,1
"13
",129,1036,47,28,1
"14
",130,1104,47,28,1
"15
",135,1173,40,30,1
"16
",131,1242,46,30,1
"17
",131,1313,43,27,1
"18
",130,1380,46,30,1
"19
",129,1449,47,28,1
"20
",130,1519,45,27,1
"21
",128,1587,44,28,1
"22
",131,1658,44,26,1
"23
",131,1725,40,27,1
"24
",131,1794,43,27,1
"25
",132,1863,42,27,1
"26
",129,1933,46,25,1
"27
",130,2001,42,27,1
"28
",131,2070,41,27,1
Case ,249,39,75,32,2
3,337,39,17,31,2
:,358,39,3,31,2
23,366,39,36,31,2
-,404,39,9,31,2
mj,417,39,32,31,2
-,453,39,8,31,2
02081,463,39,93,31,2
-,559,39,9,31,2
WVG ,571,39,77,31,2
Document ,685,39,152,31,2
1 ,850,39,14,31,2
Filed ,898,39,69,31,2
06/08/23 ,981,39,131,31,2
PageID.3 ,1145,39,139,31,2
Page ,1317,39,75,31,2
3 ,1406,39,16,31,2
of ,1435,39,27,31,2
"27
",1473,39,35,31,2
ATTACHMENT ,747,221,278,28,2
"B
",1036,221,23,28,2
ITEMS ,708,290,117,29,2
TO ,838,290,49,29,2
BE ,904,290,49,29,2
"SEIZED
",965,290,135,29,2
"1
",154,209,20,29,2
"2
",151,279,25,25,2
"3
",148,348,28,27,2
I. ,305,359,29,27,2
Service ,416,358,121,30,2
of ,551,358,32,30,2
"Warrant
",594,358,150,30,2
"4
",147,416,33,26,2
The ,311,425,59,41,2
officer ,382,425,106,40,2
executing ,498,425,153,40,2
the ,660,425,49,40,2
warrant ,719,425,122,40,2
shall ,852,425,74,40,2
permit ,934,425,106,40,2
Apple ,1046,425,101,40,2
Inc. ,1157,425,58,40,2
(,1227,425,18,40,2
"""",1239,425,17,40,2
Apple,1256,425,98,40,2
"""",1357,425,16,40,2
),1373,425,13,40,2
", ",1389,425,7,40,2
as ,1407,425,31,40,2
"custodian
",1449,425,151,40,2
5 ,155,485,17,49,2
of ,208,484,35,49,2
the ,248,484,48,49,2
computer ,308,484,150,49,2
files ,469,484,66,49,2
described ,545,484,154,49,2
below,708,484,99,49,2
", ",808,484,8,49,2
to ,826,484,30,49,2
locate ,867,484,94,49,2
the ,971,484,48,49,2
files ,1031,484,66,49,2
and ,1109,484,57,49,2
copy ,1176,484,76,49,2
them ,1262,484,79,49,2
onto ,1352,484,69,49,2
"removable
",1432,484,168,49,2
6 ,153,553,20,48,2
electronic ,206,552,157,48,2
storage ,374,552,114,48,2
media ,500,552,99,48,2
and ,610,552,56,48,2
deliver ,677,552,112,48,2
the ,798,552,49,48,2
same ,859,552,80,48,2
to ,949,552,30,48,2
the ,991,552,47,48,2
officer,1052,552,105,48,2
".
",1160,552,5,48,2
"7
",151,623,23,26,2
"8
",152,691,23,28,2
II,309,636,31,26,2
. ,344,636,6,26,2
Items ,414,635,94,36,2
to ,520,635,32,36,2
be ,563,635,39,36,2
Provided ,614,635,154,36,2
by ,781,635,41,36,2
"Apple
",832,635,102,36,2
To ,311,701,41,33,2
the ,372,701,48,32,2
extent ,441,701,98,32,2
that ,555,701,62,32,2
the ,634,701,49,32,2
information ,703,701,190,32,2
described ,910,701,156,32,2
in ,1084,701,31,32,2
Attachment ,1134,701,187,32,2
A ,1339,701,29,32,2
is ,1387,701,26,32,2
within ,1433,701,102,32,2
"the
",1552,701,48,32,2
9 ,153,759,19,51,2
possession,205,758,172,51,2
", ",378,758,7,51,2
custody,403,758,125,51,2
", ",529,758,8,51,2
or ,555,758,33,51,2
control ,604,758,113,51,2
of ,733,758,37,51,2
Apple,782,758,97,51,2
", ",882,758,7,51,2
regardless ,906,758,163,51,2
of ,1087,758,35,51,2
whether ,1136,758,128,51,2
such ,1280,758,73,51,2
information ,1369,758,190,51,2
"is
",1576,758,23,51,2
10 ,135,828,37,50,2
located ,208,828,117,50,2
within ,335,828,104,50,2
or ,451,828,33,50,2
outside ,497,828,114,50,2
of ,626,828,35,50,2
the ,670,828,49,50,2
United ,733,828,110,50,2
States,856,828,93,50,2
", ",951,828,8,50,2
including ,973,828,151,50,2
any ,1138,828,58,50,2
messages,1209,828,149,50,2
", ",1361,828,6,50,2
records,1383,828,116,50,2
", ",1502,828,7,50,2
files,1523,828,67,50,2
",
",1593,828,6,50,2
11 ,137,896,31,53,2
|| ,174,896,19,52,2
logs,206,896,65,52,2
", ",274,896,6,52,2
or ,291,896,34,52,2
information ,336,896,188,52,2
that ,534,896,59,52,2
have ,603,896,75,52,2
been ,688,896,76,52,2
deleted ,773,896,115,52,2
but ,897,896,52,52,2
are ,960,896,47,52,2
still ,1018,896,58,52,2
available ,1086,896,145,52,2
to ,1240,896,30,52,2
Apple,1282,896,95,52,2
", ",1380,896,7,52,2
or ,1398,896,33,52,2
have ,1440,896,76,52,2
"been
",1526,896,75,52,2
12 ,135,965,36,50,2
preserved ,207,965,154,49,2
pursuant ,373,965,140,49,2
to ,523,965,31,49,2
a ,568,965,17,49,2
request ,597,965,116,49,2
made ,725,965,86,49,2
under ,825,965,91,49,2
18 ,931,965,36,49,2
U.S.C. ,981,965,106,49,2
§ ,1103,965,15,49,2
2703,1133,965,77,49,2
(,1214,965,13,49,2
f,1227,965,15,49,2
),1238,965,13,49,2
", ",1254,965,8,49,2
Apple ,1275,965,97,49,2
is ,1386,965,25,49,2
required ,1425,965,133,49,2
"to
",1570,965,30,49,2
13 ,137,1036,34,51,2
| ,166,1036,16,51,2
disclose ,207,1036,129,51,2
the ,347,1036,50,51,2
following ,412,1036,154,51,2
information ,578,1036,190,51,2
to ,780,1036,31,51,2
the ,824,1036,49,51,2
government,887,1036,192,51,2
", ",1080,1036,6,51,2
in ,1101,1036,32,51,2
unencrypted ,1144,1036,199,51,2
form ,1356,1036,78,51,2
"whenever
",1446,1036,157,51,2
14 ,133,1103,41,48,2
available,208,1103,143,48,2
", ",350,1103,9,48,2
for ,373,1103,46,48,2
the ,428,1103,47,48,2
account ,489,1103,124,48,2
or ,625,1103,31,48,2
identifier ,667,1103,148,48,2
listed ,825,1103,86,48,2
in ,922,1103,31,48,2
Attachment ,963,1103,187,48,2
A,1160,1103,29,48,2
":
",1191,1103,5,48,2
"15
",135,1173,40,30,2
"16
",130,1242,49,29,2
"17
",132,1312,42,28,2
"18
",130,1380,46,30,2
"19
",129,1449,47,28,2
"20
",130,1519,45,27,2
"21
",129,1588,45,27,2
"22
",131,1658,44,26,2
"23
",130,1726,43,26,2
"24
",131,1794,43,27,2
"25
",132,1863,42,27,2
"26
",129,1933,46,25,2
"27
",130,2001,42,27,2
"28
",131,2070,41,27,2
a,363,1185,18,36,2
. ,382,1185,4,36,2
All ,412,1185,52,36,2
records ,474,1185,116,36,2
or ,599,1185,34,36,2
other ,641,1185,82,36,2
information ,731,1185,189,36,2
regarding ,929,1185,152,36,2
the ,1090,1185,48,36,2
identification ,1148,1185,213,36,2
of ,1370,1185,38,36,2
the ,1411,1185,47,36,2
account,1468,1185,124,36,2
",
",1594,1185,6,36,2
to ,412,1252,31,41,2
include ,460,1252,118,40,2
full ,594,1252,57,40,2
name,666,1252,87,40,2
", ",754,1252,8,40,2
physical ,777,1252,137,40,2
address,929,1252,120,40,2
", ",1052,1252,8,40,2
telephone ,1074,1252,157,40,2
numbers,1249,1252,137,40,2
", ",1388,1252,6,40,2
the ,1412,1252,49,40,2
date ,1478,1252,67,40,2
"on
",1563,1252,39,40,2
which ,411,1323,100,38,2
the ,523,1323,48,38,2
account ,585,1323,125,38,2
was ,721,1323,62,38,2
created,796,1323,116,38,2
", ",913,1323,8,38,2
the ,934,1323,47,38,2
length ,993,1323,101,38,2
of ,1107,1323,37,38,2
service,1153,1323,112,38,2
", ",1267,1323,7,38,2
the ,1287,1323,49,38,2
IP ,1349,1323,35,38,2
address ,1398,1323,118,38,2
"used
",1529,1323,73,38,2
to ,412,1389,30,41,2
register ,463,1389,120,40,2
the ,598,1389,50,40,2
account,667,1389,126,40,2
", ",793,1389,8,40,2
account ,821,1389,125,40,2
status,964,1389,88,40,2
", ",1056,1389,7,40,2
associated ,1083,1389,166,40,2
devices,1265,1389,119,40,2
", ",1388,1389,6,40,2
methods ,1414,1389,134,40,2
"of
",1569,1389,36,40,2
connecting,414,1459,174,41,2
", ",591,1459,6,40,2
and ,616,1459,57,40,2
means ,688,1459,102,40,2
and ,809,1459,56,40,2
source ,882,1459,103,40,2
of ,1003,1459,36,40,2
payment ,1050,1459,140,40,2
(,1205,1459,14,40,2
including ,1219,1459,151,40,2
any ,1388,1459,57,40,2
credit ,1462,1459,91,40,2
"or
",1570,1459,32,40,2
bank ,411,1529,81,38,2
account ,503,1529,124,38,2
numbers,637,1529,136,38,2
),776,1529,13,38,2
";
",791,1529,6,38,2
b,359,1598,23,39,2
. ,382,1598,6,39,2
All ,410,1598,55,39,2
records ,476,1598,117,39,2
or ,606,1598,33,39,2
other ,651,1598,82,39,2
information ,743,1598,190,39,2
regarding ,943,1598,154,39,2
the ,1109,1598,48,39,2
devices ,1169,1598,119,39,2
associated ,1301,1598,165,39,2
with,1477,1598,72,39,2
", ",1550,1598,8,39,2
"or
",1570,1598,32,39,2
used ,413,1666,73,40,2
in ,497,1666,29,39,2
connection ,537,1666,175,39,2
with,721,1666,72,39,2
", ",794,1666,7,39,2
the ,812,1666,49,39,2
account ,871,1666,124,39,2
(,1003,1666,13,39,2
including ,1018,1666,150,39,2
all ,1179,1666,40,39,2
current ,1229,1666,113,39,2
and ,1352,1666,57,39,2
past ,1417,1666,66,39,2
"trusted
",1492,1666,110,39,2
or ,415,1736,31,40,2
authorized ,459,1736,168,39,2
iOS ,641,1736,59,39,2
devices ,711,1736,120,39,2
and ,845,1736,56,39,2
computers,913,1736,165,39,2
", ",1080,1736,8,39,2
and ,1102,1736,57,39,2
any ,1171,1736,58,39,2
devices ,1239,1736,120,39,2
used ,1371,1736,74,39,2
to ,1456,1736,31,39,2
"access
",1500,1736,100,39,2
Apple ,410,1803,100,41,2
services,534,1803,127,40,2
),661,1803,15,40,2
", ",677,1803,9,40,2
including ,707,1803,152,40,2
serial ,882,1803,86,40,2
numbers,990,1803,136,40,2
", ",1130,1803,7,40,2
Unique ,1160,1803,118,40,2
Device ,1301,1803,113,40,2
"Identifiers
",1437,1803,162,40,2
(,413,1872,14,40,2
"""",431,1871,10,40,2
UDID,441,1871,103,40,2
"""",545,1871,15,40,2
),562,1871,12,40,2
", ",577,1871,5,40,2
Advertising ,602,1871,190,40,2
Identifiers ,809,1871,163,40,2
(,991,1871,14,40,2
“,1005,1871,16,40,2
IDFA,1022,1871,95,40,2
”,1116,1871,18,40,2
),1135,1871,11,40,2
", ",1149,1871,7,40,2
Global ,1174,1871,111,40,2
Unique ,1301,1871,117,40,2
"Identifiers
",1437,1871,161,40,2
(,414,1943,14,39,2
"""",429,1942,12,39,2
GUID,443,1942,101,39,2
"""",544,1942,16,39,2
),562,1942,12,39,2
", ",577,1942,5,39,2
Media ,599,1942,103,39,2
Access ,713,1942,112,39,2
Control ,840,1942,120,39,2
(,973,1942,13,39,2
“,988,1942,15,39,2
MAC,1005,1942,90,39,2
”,1098,1942,16,39,2
) ,1114,1942,12,39,2
addresses,1140,1942,151,39,2
", ",1294,1942,6,39,2
Integrated ,1316,1942,162,39,2
"Circuit
",1492,1941,109,40,2
Card ,410,2010,82,41,2
ID ,501,2010,41,40,2
numbers ,552,2010,137,40,2
(,701,2010,14,40,2
"""",716,2010,13,40,2
ICCID,733,2010,106,40,2
"""",845,2010,13,40,2
),859,2010,11,40,2
", ",873,2010,7,40,2
Electronic ,892,2010,163,40,2
Serial ,1068,2010,92,40,2
Numbers ,1170,2010,145,40,2
(,1329,2010,16,40,2
"""",1344,2010,12,40,2
ESN,1358,2010,77,40,2
"""",1440,2010,12,40,2
),1451,2010,13,40,2
", ",1468,2010,6,40,2
"Mobile
",1486,2010,114,40,2
Electronic ,414,2080,162,39,2
Identity ,599,2080,124,38,2
Numbers ,743,2080,146,38,2
(,910,2080,13,38,2
“,924,2080,16,38,2
