text,left_pixels,top_pixels,width_pixels,height_pixels,page
associated ,1074,1368,155,41,2
devices,1242,1368,113,40,2
", ",1356,1368,8,40,2
methods ,1380,1368,126,40,2
"of
",1524,1368,34,40,2
connecting,453,1432,167,43,2
", ",618,1433,8,41,2
and ,640,1433,57,41,2
means ,708,1432,96,42,2
and ,819,1432,56,41,2
source ,887,1432,99,41,2
of ,1000,1432,35,41,2
payment ,1044,1431,130,42,2
(,1188,1431,14,41,2
including ,1200,1431,142,41,2
any ,1355,1431,56,41,2
credit ,1423,1430,86,41,2
"or
",1524,1430,31,41,2
bank ,452,1499,76,38,2
account ,536,1499,116,37,2
numbers,660,1499,127,37,2
),788,1499,14,37,2
";
",802,1499,8,37,2
b,404,1560,23,40,2
. ,426,1559,7,40,2
All ,451,1559,50,40,2
records ,511,1559,111,40,2
or ,632,1559,31,40,2
other ,672,1559,77,40,2
information ,760,1559,176,40,2
regarding ,945,1558,142,41,2
the ,1097,1558,46,40,2
devices ,1152,1558,112,40,2
associated ,1276,1558,153,40,2
with,1437,1558,66,40,2
", ",1505,1558,7,40,2
"or
",1524,1558,30,40,2
used ,452,1627,70,39,2
in ,533,1627,26,38,2
connection ,569,1626,162,39,2
with,740,1626,67,39,2
", ",807,1626,7,38,2
the ,825,1626,44,38,2
account ,878,1626,116,38,2
(,1002,1626,14,38,2
including ,1017,1625,138,39,2
all ,1162,1625,38,38,2
current ,1209,1625,106,38,2
and ,1323,1625,55,38,2
past ,1385,1624,60,39,2
"trusted
",1455,1624,100,38,2
or ,456,1691,29,41,2
authorized ,496,1690,158,42,2
iOS ,665,1690,56,40,2
devices ,730,1689,112,42,2
and ,854,1689,54,40,2
computers,917,1688,155,42,2
", ",1074,1688,7,40,2
and ,1092,1688,52,40,2
any ,1155,1688,55,40,2
devices ,1220,1686,112,42,2
used ,1342,1687,69,40,2
to ,1421,1686,28,41,2
"access
",1460,1686,93,40,2
Apple ,449,1755,99,43,2
services,566,1754,118,43,2
