text,left_pixels,top_pixels,width_pixels,height_pixels,page
a ,489,1019,16,27,0
crime,512,1019,72,27,0
";
",582,1019,9,27,0
contraband,337,1065,139,32,0
", ",476,1065,8,32,0
fruits ,495,1065,63,32,0
of ,566,1065,29,32,0
crime,601,1065,70,32,0
", ",671,1065,6,32,0
or ,687,1065,28,32,0
other ,720,1065,66,32,0
items ,795,1065,66,32,0
illegally ,870,1065,103,32,0
possessed,980,1065,126,32,0
";
",1104,1065,8,32,0
property ,334,1114,110,33,0
designed ,449,1114,113,33,0
for ,571,1114,37,33,0
use,615,1114,42,33,0
", ",656,1114,7,33,0
intended ,673,1114,107,33,0
for ,789,1114,38,33,0
use,834,1114,42,33,0
", ",877,1114,6,33,0
or ,891,1114,27,33,0
used ,926,1114,56,33,0
in ,991,1114,24,33,0
committing ,1023,1114,144,33,0
a ,1175,1114,16,33,0
crime,1196,1114,73,33,0
";
",1269,1114,6,33,0
a ,337,1161,16,31,0
person ,357,1160,85,31,0
to ,450,1160,24,31,0
be ,480,1160,31,31,0
arrested ,519,1160,99,31,0
or ,627,1160,24,31,0
a ,660,1160,14,31,0
person ,682,1160,84,31,0
who ,773,1160,55,31,0
is ,837,1160,19,31,0
unlawfully ,864,1160,137,31,0
restrained,1010,1160,123,31,0
".
",1134,1160,6,31,0
The ,229,1222,52,26,0
search ,289,1222,79,26,0
is ,378,1222,21,26,0
related ,405,1222,86,26,0
to ,497,1222,27,26,0
a ,531,1222,15,26,0
violation ,552,1222,112,26,0
of,672,1222,30,26,0
":
",698,1222,7,26,0
Code ,261,1277,71,23,0
"Section
",336,1277,95,23,0
15 ,200,1307,35,29,0
USC ,240,1307,61,29,0
78,308,1307,34,29,0
(,341,1307,8,29,0
b,350,1307,15,29,0
) ,367,1307,8,29,0
& ,384,1307,20,29,0
"78ff
",409,1307,56,29,0
18 ,200,1343,41,21,0
USC ,239,1343,61,21,0
"371
",310,1343,44,21,0
Insider ,618,1308,93,29,0
"Trading
",714,1308,101,29,0
"Conspiracy
",617,1341,152,29,0
The ,228,1424,56,33,0
application ,288,1424,141,33,0
is ,436,1424,21,33,0
based ,463,1424,73,33,0
on ,545,1424,30,33,0
these ,582,1424,66,33,0
facts,657,1424,58,33,0
":
",713,1424,10,33,0
Offense ,1000,1276,100,32,0
"Description
",1106,1276,151,32,0
See ,209,1468,68,32,0
Affidavit ,266,1468,107,32,0
of ,379,1468,26,32,0
FBI ,412,1468,41,32,0
Special ,462,1468,93,32,0
Agent ,562,1468,77,32,0
Leah ,647,1468,61,32,0
Chambers,718,1468,131,32,0
", ",851,1468,5,32,0
which ,864,1468,75,32,0
is ,946,1468,22,32,0
hereby ,974,1468,89,32,0
incorporated ,1068,1468,160,32,0
by ,1236,1468,31,32,0
reference ,1276,1468,119,32,0
and ,1402,1468,47,32,0
made ,1458,1468,71,32,0
"part
",1536,1468,49,32,0
hereof,205,1501,93,25,0
".
",289,1501,11,25,0
✔Continued ,234,1544,183,37,0
on ,424,1544,30,37,0
the ,460,1544,40,37,0
attached ,508,1544,107,37,0
sheet,621,1544,64,37,0
".
",679,1544,8,37,0
Delayed ,281,1604,109,30,0
notice ,397,1604,77,30,0
"of
",482,1604,29,30,0
days ,606,1605,63,30,0
(,674,1605,12,30,0
give ,682,1605,46,30,0
exact ,734,1605,54,30,0
ending ,794,1605,71,30,0
date ,870,1605,45,30,0
if ,924,1605,18,30,0
more ,942,1605,53,30,0
than ,1002,1605,48,30,0
30 ,1051,1605,33,30,0
days,1083,1605,52,30,0
":
",1134,1605,7,30,0
18 ,288,1641,27,30,0
U.S.C. ,324,1641,82,30,0
§ ,419,1641,11,30,0
3103a,439,1641,79,30,0
", ",517,1641,6,30,0
the ,532,1641,38,30,0
basis ,577,1641,63,30,0
of ,648,1641,30,30,0
which ,681,1641,78,30,0
is ,768,1641,21,30,0
set ,796,1641,35,30,0
forth ,840,1641,60,30,0
on ,908,1641,32,30,0
the ,947,1641,38,30,0
attached ,993,1641,104,30,0
sheet,1105,1641,65,30,0
".
",1171,1641,7,30,0
) ,1366,1606,12,30,0
is ,1385,1605,37,30,0
requested ,1414,1605,118,30,0
"under
",1540,1605,71,30,0
Applicant's ,1155,1738,128,36,0
"signature
",1291,1738,101,36,0
Jessica ,1059,1800,96,31,0
Hefron,1160,1800,88,31,0
", ",1249,1800,5,31,0
FBI ,1266,1800,39,31,0
Special ,1315,1800,92,31,0
"Agent
",1415,1800,77,31,0
Printed ,1155,1840,85,22,0
name ,1241,1840,59,22,0
and ,1305,1840,42,22,0
"title
",1351,1840,41,22,0
Attested ,122,1895,112,32,0
to ,242,1895,26,32,0
by ,271,1895,36,32,0
the ,312,1895,40,32,0
applicant ,360,1895,115,32,0
in ,483,1895,25,32,0
accordance ,515,1895,140,32,0
with ,663,1895,55,32,0
the ,728,1895,37,32,0
requirements ,775,1895,161,32,0
of ,945,1895,30,32,0
Fed,980,1895,47,32,0
. ,1026,1895,5,32,0
R. ,1041,1895,28,32,0
Crim,1078,1895,64,32,0
. ,1144,1895,5,32,0
P. ,1158,1895,23,32,0
4.1 ,1188,1895,38,32,0
"by
",1238,1895,31,32,0
Date,125,2029,70,23,0
":
",181,2029,16,23,0
"Telephone
",389,1931,143,31,0
"06/07/2023
",296,2029,146,21,0
City ,123,2116,61,38,0
and ,190,2116,47,37,0
state,244,2116,59,37,0
: ,302,2116,8,37,0
San ,332,2116,52,37,0
Diego,391,2116,74,37,0
", ",467,2116,6,37,0
"Calfornia
",482,2116,114,37,0
(,800,1936,19,27,0
specify ,812,1936,74,27,0
reliable ,892,1936,79,27,0
electronic ,978,1936,104,27,0
means,1087,1936,67,27,0
),1150,1936,12,27,0
".
",1162,1936,6,27,0
William ,1112,2006,183,69,0
V. ,1302,2006,44,69,0
"Gallo
",1347,2006,129,69,0
Judge's ,1175,2065,91,30,0
"signature
",1267,2065,103,30,0
Hon,990,2118,57,30,0
. ,1046,2118,6,30,0
Willaim ,1057,2118,95,30,0
V. ,1158,2118,28,30,0
Gallo,1192,2118,69,30,0
", ",1261,2118,5,30,0
U.S. ,1277,2118,54,30,0
Magistrate ,1336,2118,138,30,0
"Judge
",1480,2118,80,30,0
Printed ,1154,2162,85,22,0
name ,1242,2162,59,22,0
and ,1305,2162,42,22,0
"title
",1348,2162,44,22,0
"1
",167,210,19,29,1
"2
",160,281,31,24,1
Case ,254,36,88,37,1
3,346,36,21,36,1
:,366,36,7,36,1
23,374,36,39,36,1
-,410,36,15,36,1
mj,425,36,34,36,1
-,453,36,19,36,1
02081,471,36,96,36,1
-,568,36,9,36,1
WVG ,577,36,81,36,1
Document ,690,36,155,36,1
1 ,855,36,19,36,1
Filed ,903,36,73,36,1
06/08/23 ,985,36,134,36,1
PageID.2 ,1148,36,144,36,1
Page ,1319,36,78,36,1
2 ,1406,36,22,36,1
of ,1436,36,28,36,1
"27
",1471,36,40,36,1
ATTACHMENT ,754,220,276,31,1
"A
",1040,220,27,31,1
PROPERTY ,640,288,199,32,1
TO ,850,288,52,32,1
BE ,916,288,47,32,1
"SEARCHED
",976,288,207,32,1
"3
",158,349,32,25,1
"4
",159,416,34,26,1
This ,320,423,69,42,1
warrant ,400,423,124,41,1
applies ,535,423,112,41,1
to ,660,423,30,41,1
information ,702,423,188,41,1
associated ,901,423,164,41,1
with ,1075,423,72,41,1
Apple ,1157,423,98,41,1
ID ,1266,423,41,41,1
affiliated ,1319,423,142,41,1
with ,1473,423,69,41,1
"the
",1553,423,48,41,1
5 ,167,484,24,49,1
below ,217,483,99,49,1
identifiers,339,483,164,49,1
", ",504,483,9,49,1
that ,534,483,65,49,1
is ,623,483,28,49,1
stored ,673,483,102,49,1
at ,794,483,34,49,1
premises ,848,483,146,49,1
owned,1017,483,109,49,1
", ",1126,483,10,49,1
maintained,1156,483,185,49,1
", ",1339,483,9,49,1
controlled,1371,483,166,49,1
", ",1537,483,9,49,1
"or
",1569,483,35,49,1
6 ,163,552,25,51,1
operated ,219,551,139,51,1
by ,368,551,42,51,1
Apple ,422,551,99,51,1
Inc.,535,551,57,51,1
", ",596,551,9,51,1
a ,618,551,20,51,1
company ,647,551,149,51,1
headquartered ,809,551,230,51,1
at ,1051,551,31,51,1
Apple ,1091,551,101,51,1
Inc.,1204,551,59,51,1
", ",1266,551,9,51,1
1 ,1293,551,12,51,1
Apple ,1318,551,100,51,1
Park ,1432,551,73,51,1
Way,1517,551,76,51,1
",
",1594,551,7,51,1
7 ,167,621,22,50,1
Cupertino,216,620,162,50,1
", ",378,620,9,50,1
CA ,398,620,58,50,1
95014,466,620,100,50,1
":
",567,620,7,50,1
Account ,419,698,139,40,1
Holder,567,698,115,39,1
: ,683,698,7,39,1
Grant ,731,698,92,39,1
"Witherspoon
",833,698,205,39,1
Account ,418,766,141,42,1
Number,566,766,136,41,1
: ,696,766,11,41,1
(,730,766,15,41,1
303,744,766,60,41,1
) ,806,766,13,41,1
"520-7458
",829,765,152,41,1
"8
",161,690,31,29,1
"9
",161,760,32,27,1
"10
",146,827,45,30,1
Account ,420,837,144,32,1
ID,571,838,42,30,1
":
",614,838,8,30,1
"gwitherspoon24@gmail.com
",733,834,462,43,1
"11
",144,897,43,31,1
(,423,907,17,37,1
"""",434,906,18,37,1
Target ,454,906,117,37,1
Account,580,906,143,37,1
"""",722,906,17,37,1
")
",742,906,11,37,1
"12
",145,966,46,26,1
"13
",147,1034,42,28,1
"14
",148,1103,43,29,1
"15
",150,1173,41,27,1
"16
",145,1241,48,31,1
"17
",145,1312,45,26,1
"18
",147,1379,45,31,1
"19
",147,1449,45,29,1
"20
",142,1520,51,26,1
"21
",143,1589,41,26,1
"22
",141,1658,52,25,1
"23
",141,1728,52,27,1
"24
",142,1797,52,26,1
"25
",143,1869,50,24,1
"26
",142,1937,53,25,1
"27
",142,2006,49,25,1
"28
",142,2075,53,27,1
Case ,258,36,85,37,2
3,349,36,20,36,2
:,369,36,7,36,2
23,377,36,39,36,2
-,407,36,20,36,2
mj,425,36,37,36,2
-,457,36,17,36,2
02081,473,36,98,36,2
-,571,36,9,36,2
WVG ,581,36,80,36,2
Document ,692,36,157,36,2
1 ,857,36,20,36,2
Filed ,906,36,73,36,2
06/08/23 ,987,36,135,36,2
PageID.3 ,1150,36,143,36,2
Page ,1320,36,80,36,2
3 ,1408,36,21,36,2
of ,1438,36,32,36,2
"27
",1473,36,42,36,2
ATTACHMENT ,759,220,276,30,2
"B
",1045,220,23,30,2
ITEMS ,720,288,115,31,2
TO ,849,288,51,31,2
BE ,915,288,48,31,2
"SEIZED
",975,288,134,31,2
"1
",170,207,18,29,2
"2
",161,278,31,23,2
"3
",161,347,30,24,2
I. ,320,358,28,27,2
Service ,426,356,123,30,2
of ,561,356,36,30,2
"Warrant
",604,356,150,30,2
"4
",160,414,34,26,2
The ,323,424,62,42,2
officer ,395,424,106,42,2
executing ,510,424,153,42,2
the ,673,424,48,42,2
warrant ,730,424,122,42,2
shall ,863,424,73,42,2
permit ,946,424,105,42,2
Apple ,1059,424,97,42,2
Inc. ,1166,424,58,42,2
(,1236,424,15,42,2
"""",1246,424,18,42,2
Apple,1265,424,97,42,2
"""",1361,424,18,42,2
),1379,424,13,42,2
", ",1395,424,7,42,2
as ,1412,424,33,42,2
"custodian
",1455,424,149,42,2
5 ,168,481,21,53,2
of ,221,481,37,53,2
the ,262,481,49,53,2
computer ,320,481,152,53,2
files ,482,481,66,53,2
described ,558,481,152,53,2
below,720,481,96,53,2
", ",818,481,8,53,2
to ,837,481,29,53,2
locate ,878,481,94,53,2
the ,982,481,48,53,2
files ,1042,481,64,53,2
and ,1118,481,56,53,2
copy ,1183,481,76,53,2
them ,1270,481,77,53,2
onto ,1359,481,68,53,2
"removable
",1438,481,165,53,2
6 ,164,550,23,49,2
electronic ,219,550,158,49,2
storage ,387,550,115,49,2
media ,514,550,97,49,2
and ,622,550,56,49,2
deliver ,688,550,111,49,2
the ,810,550,47,49,2
same ,870,550,80,49,2
to ,962,550,28,49,2
the ,1002,550,48,49,2
officer,1062,550,106,49,2
".
",1168,550,6,49,2
"7
",163,621,27,27,2
II,323,634,30,25,2
".
",356,634,9,25,2
Items ,427,631,94,38,2
to ,532,631,32,38,2
be ,575,631,39,38,2
Provided ,625,631,152,38,2
by ,789,631,43,38,2
"Apple
",840,631,105,38,2
"8
",162,688,31,27,2
To ,323,698,43,34,2
the ,384,698,51,34,2
extent ,452,698,100,34,2
that ,567,698,64,34,2
the ,646,698,50,34,2
information ,714,698,189,34,2
described ,918,698,157,34,2
in ,1093,698,32,34,2
Attachment ,1141,698,188,34,2
A ,1343,698,34,34,2
is ,1392,698,30,34,2
within ,1435,698,106,34,2
"the
",1556,698,49,34,2
9 ,164,756,23,52,2
possession,220,756,170,52,2
", ",392,756,8,52,2
custody,416,756,126,52,2
", ",542,756,9,52,2
or ,567,756,35,52,2
control ,615,756,112,52,2
of ,743,756,39,52,2
Apple,791,756,100,52,2
", ",890,756,8,52,2
regardless ,917,756,162,52,2
of ,1096,756,36,52,2
whether ,1143,756,129,52,2
such ,1287,756,72,52,2
information ,1374,756,190,52,2
"is
",1579,756,25,52,2
10 ,147,825,39,52,2
located ,222,825,116,52,2
within ,346,825,105,52,2
or ,462,825,34,52,2
outside ,509,825,115,52,2
of ,638,825,34,52,2
the ,681,825,48,52,2
United ,742,825,110,52,2
States,864,825,94,52,2
", ",960,825,9,52,2
including ,981,825,152,52,2
any ,1145,825,57,52,2
messages,1213,825,152,52,2
", ",1366,825,9,52,2
records,1388,825,115,52,2
", ",1506,825,7,52,2
files,1528,825,66,52,2
",
",1596,825,8,52,2
"11
",147,895,38,30,2
logs,220,905,66,42,2
", ",287,905,7,42,2
or ,306,905,34,42,2
information ,349,905,188,42,2
that ,546,905,60,42,2
have ,615,905,74,42,2
been ,699,905,76,42,2
deleted ,782,905,115,42,2
but ,906,905,54,42,2
are ,968,905,49,42,2
still ,1025,905,59,42,2
available ,1095,905,143,42,2
to ,1246,905,32,42,2
Apple,1287,905,98,42,2
", ",1386,905,8,42,2
or ,1404,905,34,42,2
have ,1445,905,75,42,2
"been
",1530,905,74,42,2
12 ,149,962,38,53,2
preserved ,221,962,155,53,2
pursuant ,386,962,139,53,2
to ,536,962,31,53,2
a ,581,962,17,53,2
request ,611,962,113,53,2
made ,735,962,89,53,2
under ,835,962,92,53,2
18 ,942,962,35,53,2
U.S.C. ,991,962,105,53,2
§ ,1113,962,15,53,2
2703,1140,962,79,53,2
(,1222,962,12,53,2
f,1236,962,14,53,2
),1248,962,11,53,2
", ",1261,962,8,53,2
Apple ,1282,962,97,53,2
is ,1392,962,26,53,2
required ,1432,962,131,53,2
"to
",1574,962,31,53,2
13 ,149,1032,35,51,2
disclose ,219,1032,131,51,2
the ,361,1032,50,51,2
following ,423,1032,156,51,2
information ,591,1032,188,51,2
to ,789,1032,33,51,2
the ,833,1032,51,51,2
government,894,1032,192,51,2
", ",1086,1032,8,51,2
in ,1110,1032,28,51,2
unencrypted ,1151,1032,196,51,2
form ,1362,1032,75,51,2
"whenever
",1449,1032,156,51,2
14 ,148,1102,39,47,2
| ,183,1102,15,47,2
available,219,1102,145,47,2
", ",363,1102,9,47,2
for ,386,1102,46,47,2
the ,439,1102,49,47,2
account ,500,1102,124,47,2
or ,635,1102,33,47,2
identifier ,677,1102,147,47,2
listed ,834,1102,86,47,2
in ,932,1102,30,47,2
Attachment ,972,1102,186,47,2
A,1166,1102,29,47,2
":
",1198,1102,7,47,2
"15
",147,1171,43,29,2
"16
",147,1239,43,31,2
"17
",143,1309,47,28,2
"18
",146,1378,44,31,2
"19
",144,1446,47,31,2
"20
",139,1517,53,27,2
"21
",140,1587,45,26,2
"22
",140,1657,50,24,2
"23
",141,1726,45,26,2
"24
",138,1794,54,27,2
"25
",140,1864,48,27,2
"26
",139,1933,52,27,2
"27
",139,2006,52,23,2
"28
",139,2073,52,27,2
a,373,1181,21,41,2
. ,394,1181,5,41,2
All ,423,1181,52,41,2
records ,484,1181,118,41,2
or ,610,1181,34,41,2
other ,651,1181,82,41,2
information ,741,1181,188,41,2
regarding ,937,1181,154,41,2
the ,1097,1181,49,41,2
identification ,1156,1181,209,42,2
of ,1374,1182,38,41,2
the ,1414,1182,49,41,2
account,1471,1182,125,41,2
",
",1597,1182,6,41,2
to ,423,1250,34,41,2
include ,473,1250,117,41,2
full ,607,1250,53,41,2
name,676,1250,89,41,2
", ",765,1250,10,41,2
physical ,788,1250,135,41,2
address,938,1250,120,41,2
", ",1060,1250,9,41,2
telephone ,1083,1250,157,41,2
numbers,1254,1250,138,41,2
", ",1393,1250,8,41,2
the ,1416,1250,51,41,2
date ,1481,1250,68,41,2
"on
",1566,1250,40,41,2
which ,422,1319,101,40,2
the ,535,1319,48,40,2
account ,595,1319,125,40,2
was ,730,1319,63,40,2
created,805,1319,116,40,2
", ",921,1319,9,40,2
the ,942,1319,49,40,2
length ,1003,1319,97,40,2
of ,1113,1319,39,40,2
service,1158,1319,113,40,2
", ",1272,1319,8,40,2
the ,1292,1319,49,40,2
IP ,1354,1319,35,40,2
address ,1400,1319,120,40,2
"used
",1530,1319,75,40,2
to ,423,1388,33,40,2
register ,474,1388,119,39,2
the ,611,1388,48,39,2
account,676,1388,126,39,2
", ",803,1388,7,39,2
account ,828,1388,126,39,2
status,972,1388,89,39,2
", ",1063,1388,7,39,2
associated ,1089,1388,165,39,2
devices,1270,1388,119,39,2
", ",1392,1388,7,39,2
methods ,1417,1388,135,39,2
"of
",1570,1388,38,39,2
connecting,424,1459,178,41,2
", ",601,1459,7,41,2
and ,625,1459,59,41,2
means ,698,1459,103,41,2
and ,816,1459,58,41,2
source ,890,1459,104,41,2
of ,1010,1459,39,41,2
payment ,1058,1459,140,41,2
(,1212,1459,14,41,2
including ,1226,1459,150,41,2
any ,1392,1459,59,41,2
credit ,1464,1459,93,41,2
"or
",1572,1459,34,41,2
bank ,422,1527,82,38,2
account ,512,1527,125,38,2
numbers,648,1527,135,38,2
),784,1527,12,38,2
";
",799,1527,8,38,2
b,372,1596,22,42,2
. ,395,1596,6,42,2
All ,420,1596,55,42,2
records ,486,1596,119,42,2
or ,615,1596,35,42,2
other ,659,1596,84,42,2
information ,753,1596,187,42,2
regarding ,951,1596,154,42,2
the ,1115,1596,49,42,2
devices ,1174,1596,119,42,2
associated ,1305,1596,163,42,2
with,1479,1596,70,43,2
", ",1552,1597,7,42,2
"or
",1572,1597,33,42,2
used ,424,1666,72,42,2
in ,509,1666,30,42,2
connection ,548,1666,175,42,2
with,731,1666,71,42,2
", ",804,1666,8,42,2
the ,820,1666,51,42,2
account ,879,1666,124,42,2
(,1012,1666,14,42,2
including ,1027,1666,149,42,2
all ,1184,1666,40,42,2
current ,1234,1666,113,42,2
and ,1355,1666,57,42,2
past ,1421,1666,65,42,2
"trusted
",1496,1666,107,42,2
or ,425,1735,32,41,2
authorized ,470,1735,168,41,2
iOS ,651,1735,59,41,2
devices ,720,1735,121,41,2
and ,852,1735,60,41,2
computers,921,1735,167,41,2
", ",1088,1735,7,41,2
and ,1108,1735,56,41,2
any ,1177,1735,58,41,2
devices ,1245,1735,119,41,2
used ,1377,1735,73,41,2
to ,1459,1735,33,41,2
"access
",1503,1735,100,41,2
Apple ,418,1803,103,43,2
services,543,1803,128,42,2
),671,1803,15,42,2
", ",686,1803,10,42,2
including ,717,1803,152,42,2
serial ,889,1803,86,42,2
numbers,996,1803,138,42,2
", ",1136,1803,8,42,2
Unique ,1164,1803,121,42,2
Device ,1304,1803,115,42,2
"Identifiers
",1440,1803,161,42,2
(,423,1874,16,43,2
"""",439,1874,14,43,2
UDID,453,1874,103,43,2
"""",556,1874,16,43,2
),574,1874,13,43,2
", ",587,1874,7,43,2
Advertising ,614,1874,188,43,2
Identifiers ,819,1874,162,43,2
(,999,1874,14,43,2
"""",1012,1874,16,43,2
IDFA,1031,1874,91,43,2
"""",1125,1874,15,43,2
),1141,1874,12,43,2
", ",1155,1874,8,43,2
Global ,1178,1874,110,43,2
Unique ,1306,1874,119,43,2
"Identifiers
",1440,1874,162,43,2
(,423,1943,15,42,2
"""",438,1943,14,42,2
GUID,453,1943,102,42,2
"""",556,1943,16,42,2
),574,1943,11,42,2
", ",588,1943,7,42,2
Media ,610,1943,101,42,2
Access ,721,1943,114,42,2
Control ,847,1943,122,42,2
(,982,1943,13,42,2
"""",994,1943,16,42,2
MAC,1011,1943,92,42,2
"""",1103,1943,16,42,2
) ,1121,1943,12,42,2
addresses,1146,1943,151,42,2
", ",1299,1943,8,42,2
Integrated ,1321,1943,159,42,2
"Circuit
",1494,1943,109,42,2
Card ,422,2013,83,42,2
ID ,514,2013,42,42,2
numbers ,565,2013,134,42,2
(,711,2013,13,42,2
"""",724,2013,15,42,2
ICCID,742,2013,107,42,2
"""",851,2013,15,42,2
),868,2013,12,42,2
", ",882,2013,7,42,2
Electronic ,901,2013,162,42,2
Serial ,1074,2013,91,42,2
Numbers ,1177,2013,143,42,2
(,1333,2013,11,42,2
"""",1346,2013,14,42,2
ESN,1364,2013,73,42,2
"""",1439,2013,14,42,2
),1454,2013,12,42,2
", ",1469,2013,7,42,2
"Mobile
",1487,2013,116,42,2
Electronic ,424,2082,165,43,2
Identity ,610,2082,123,43,2
