text,left_pixels,top_pixels,width_pixels,height_pixels,page
of ,101,816,30,34,0
the ,133,816,39,33,0
following ,180,815,117,34,0
person ,303,815,82,34,0
or ,392,815,26,33,0
property ,425,815,104,33,0
located ,537,814,88,33,0
in ,633,814,23,33,0
"the
",662,814,40,33,0
(,94,855,21,29,0
identify ,109,854,77,29,0
the ,188,854,40,29,0
person ,223,853,73,30,0
or ,299,853,24,29,0
describe ,326,852,88,30,0
the ,419,852,30,29,0
property ,453,851,90,30,0
to ,547,852,22,29,0
be ,572,851,26,30,0
searched ,602,850,94,30,0
and ,699,851,40,29,0
give ,741,850,45,30,0
its ,790,850,26,29,0
location,819,849,82,30,0
),896,850,15,29,0
":
",909,849,11,29,0
District ,1050,811,96,22,0
"of
",1151,811,31,21,0
"Califomia
",1375,809,127,22,0
See ,139,919,53,31,0
Attachment ,192,918,145,32,0
A,342,918,24,30,0
", ",363,918,4,30,0
herein ,378,918,74,30,0
attached ,461,916,106,32,0
and ,574,917,48,30,0
incorporated ,630,915,152,32,0
by ,790,916,30,30,0
"reference
",827,914,119,32,0
I ,201,1085,7,33,0
find ,218,1084,49,33,0
that ,272,1084,46,33,0
the ,327,1084,36,33,0
affidavit,371,1084,102,33,0
(,473,1084,12,33,0
s,482,1084,13,33,0
),495,1084,9,33,0
", ",505,1084,7,33,0
or ,521,1084,26,33,0
any ,553,1084,45,33,0
recorded ,605,1083,108,33,0
testimony,719,1083,119,33,0
", ",838,1083,5,33,0
establish ,852,1083,107,33,0
probable ,968,1082,107,34,0
cause ,1082,1082,68,33,0
to ,1157,1082,26,33,0
search ,1188,1082,79,33,0
and ,1274,1082,44,33,0
seize ,1325,1082,62,33,0
the ,1394,1081,37,34,0
person ,1439,1081,82,33,0
or ,1528,1081,25,33,0
"property
",1561,1081,104,33,0
described ,98,1120,118,34,0
above,223,1121,73,32,0
", ",296,1121,5,32,0
and ,309,1120,46,33,0
that ,362,1120,47,32,0
such ,414,1120,56,32,0
search ,476,1120,80,32,0
will ,564,1119,47,33,0
reveal ,619,1119,75,32,0
(,701,1119,10,32,0
identify ,708,1119,74,32,0
the ,788,1118,29,33,0
person ,821,1118,72,32,0
or ,897,1118,24,32,0
describe ,924,1118,87,32,0
the ,1016,1118,32,32,0
property ,1053,1117,91,32,0
to ,1146,1117,23,32,0
be ,1173,1117,24,32,0
seized,1203,1117,63,32,0
),1262,1117,12,32,0
":
",1275,1117,7,32,0
See ,137,1181,59,31,0
Attachment ,190,1180,147,32,0
A,341,1180,24,30,0
", ",362,1180,5,30,0
III,378,1180,19,30,0
", ",401,1180,5,30,0
herein ,415,1180,75,30,0
attached ,497,1178,109,32,0
and ,611,1179,49,30,0
incoporated ,666,1177,145,32,0
by ,817,1178,30,30,0
"reference
",854,1176,118,32,0
YOU ,201,1391,66,30,0
ARE ,273,1391,64,29,0
COMMANDED ,345,1389,209,31,0
to ,562,1390,24,29,0
execute ,593,1390,94,29,0
this ,695,1389,42,30,0
warrant ,745,1389,92,29,0
on ,844,1389,31,29,0
or ,882,1389,26,29,0
"before
",914,1388,80,30,0
in ,201,1430,23,34,0
the ,230,1430,39,33,0
daytime ,275,1429,99,34,0
6:00 ,380,1429,55,34,0
a.m. ,441,1429,52,33,0
to ,501,1429,26,33,0
10:00 ,536,1428,66,34,0
"p.m.
",610,1428,53,33,0
"1-25-24
",1050,1378,229,42,0
(,1396,1390,21,25,0
not ,1408,1389,36,25,0
to ,1446,1389,23,25,0
exceed ,1472,1389,74,25,0
14 ,1549,1389,26,25,0
days,1575,1389,51,25,0
")
",1620,1389,13,25,0
at ,743,1424,22,35,0
any ,771,1424,45,34,0
time ,821,1424,56,34,0
in ,884,1424,23,34,0
the ,914,1424,38,34,0
day ,959,1424,47,34,0
or ,1012,1424,27,34,0
night ,1047,1424,63,34,0
because ,1116,1424,97,34,0
good ,1219,1423,63,34,0
cause ,1289,1423,68,34,0
has ,1364,1423,41,34,0
been ,1413,1423,56,34,0
established,1477,1423,137,34,0
".
",1613,1423,8,34,0
Unless ,195,1499,85,36,0
delayed ,287,1499,98,35,0
notice ,389,1498,75,36,0
is ,472,1498,20,35,0
authorized ,499,1496,130,37,0
below,634,1497,78,35,0
", ",709,1497,7,35,0
you ,723,1497,47,35,0
must ,779,1496,58,36,0
give ,842,1496,55,35,0
a ,903,1496,16,35,0
copy ,924,1496,62,35,0
of ,992,1495,30,36,0
the ,1025,1495,39,35,0
warrant ,1071,1495,93,35,0
and ,1171,1494,45,36,0
a ,1223,1494,15,35,0
receipt ,1245,1494,84,35,0
for ,1336,1494,36,35,0
the ,1378,1493,38,36,0
property ,1422,1492,105,36,0
taken ,1534,1493,65,35,0
to ,1606,1492,25,35,0
"the
",1638,1492,38,35,0
person ,100,1536,81,36,0
from ,189,1537,57,34,0
whom,252,1535,76,35,0
", ",329,1536,6,34,0
or ,344,1536,26,34,0
from ,378,1535,58,35,0
whose ,443,1534,78,35,0
premises,528,1533,108,36,0
", ",637,1534,6,34,0
the ,651,1533,39,35,0
property ,696,1532,103,36,0
was ,805,1532,48,35,0
taken,861,1532,65,34,0
", ",927,1532,6,34,0
or ,942,1532,27,34,0
leave ,976,1531,65,34,0
the ,1048,1531,37,34,0
copy ,1093,1530,59,35,0
and ,1159,1530,46,34,0
receipt ,1212,1528,83,36,0
at ,1302,1529,22,34,0
the ,1332,1529,38,34,0
place ,1377,1528,64,35,0
where ,1449,1527,73,35,0
"the
",1531,1527,36,35,0
property ,98,1573,106,34,0
was ,207,1573,50,32,0
taken,264,1572,67,33,0
".
",331,1572,5,31,0
The ,197,1622,50,35,0
officer ,251,1621,83,35,0
executing ,339,1620,120,36,0
this ,465,1620,45,35,0
warrant,518,1619,93,36,0
", ",612,1620,5,34,0
or ,627,1620,27,34,0
an ,661,1619,27,34,0
officer ,697,1618,79,35,0
present ,785,1617,86,36,0
during ,878,1617,80,35,0
the ,966,1617,36,34,0
execution ,1010,1616,121,35,0
of ,1137,1616,28,34,0
the ,1171,1616,37,34,0
warrant,1216,1614,93,36,0
", ",1310,1615,5,34,0
must ,1325,1615,58,34,0
prepare ,1391,1613,92,36,0
an ,1489,1614,29,34,0
"inventory
",1527,1612,114,36,0
as ,100,1659,25,34,0
required ,134,1658,99,35,0
by ,240,1658,31,33,0
law ,280,1658,43,33,0
and ,330,1657,45,34,0
promptly ,381,1656,112,35,0
return ,500,1655,73,34,0
this ,580,1655,44,33,0
warrant ,633,1654,93,34,0
and ,731,1654,45,33,0
inventory ,784,1652,115,35,0
"to
",907,1653,23,33,0
Timothy ,1192,1651,106,28,0
J. ,1304,1651,20,27,0
"Cavan
",1331,1651,82,27,0
(,1130,1688,21,25,0
United ,1142,1687,73,25,0
States ,1216,1687,64,25,0
Magistrate ,1284,1686,110,26,0
Judge,1397,1686,63,25,0
")
",1453,1686,15,25,0
Pursuant ,201,1741,104,35,0
to ,313,1742,24,33,0
18 ,348,1741,28,33,0
U.S.C. ,384,1740,79,35,0
§ ,474,1740,11,33,0
3103a,493,1739,78,34,0
(,569,1740,10,33,0
b,578,1740,16,33,0
),594,1740,10,33,0
", ",605,1739,6,33,0
I ,620,1739,8,33,0
find ,639,1739,49,33,0
that ,693,1739,47,33,0
immediate ,748,1737,124,35,0
notification ,882,1736,140,35,0
may ,1031,1736,53,33,0
have ,1091,1735,57,34,0
an ,1156,1735,29,33,0
adverse ,1192,1734,94,35,0
result ,1295,1734,66,33,0
listed ,1369,1733,66,34,0
in ,1442,1733,26,33,0
18 ,1477,1733,28,33,0
"U.S.C.
",1512,1731,79,35,0
§ ,102,1780,13,33,0
2705 ,118,1778,65,34,0
(,191,1779,11,33,0
except ,200,1777,80,35,0
for ,288,1778,34,33,0
delay ,328,1776,69,34,0
of ,403,1776,30,34,0
trial,436,1776,48,33,0
),485,1776,10,33,0
", ",495,1776,7,33,0
and ,509,1775,45,34,0
authorize ,561,1774,115,35,0
the ,683,1774,38,33,0
officer ,727,1772,82,35,0
executing ,815,1771,118,35,0
this ,940,1771,45,34,0
warrant ,993,1770,94,35,0
to ,1094,1770,24,33,0
delay ,1125,1768,68,35,0
notice ,1199,1768,76,35,0
to ,1281,1768,25,33,0
the ,1313,1768,37,33,0
person ,1358,1766,81,35,0
who,1445,1765,53,35,0
", ",1499,1766,6,33,0
or ,1514,1766,26,33,0
"whose
",1545,1764,80,35,0
property,99,1813,105,35,0
", ",203,1813,6,33,0
will ,215,1812,50,35,0
be ,271,1812,29,33,0
searched ,306,1811,108,34,0
or ,422,1810,25,34,0
seized ,455,1809,77,35,0
(,538,1809,12,33,0
check ,546,1808,58,35,0
the ,609,1808,32,33,0
appropriate ,645,1807,121,34,0
box,767,1805,42,35,0
")
",802,1806,14,33,0
"for
",197,1854,42,22,0
days ,316,1848,62,34,0
(,383,1848,12,33,0
not ,392,1848,34,33,0
to ,432,1848,19,33,0
exceed ,455,1846,72,34,0
30,529,1847,28,33,0
),553,1847,11,33,0
☐ ,600,1846,24,33,0
until,637,1846,59,33,0
", ",693,1846,6,33,0
the ,708,1845,38,33,0
facts ,754,1845,55,33,0
justifying,815,1843,120,35,0
", ",934,1844,6,33,0
the ,949,1843,38,34,0
later ,996,1843,53,33,0
specific ,1058,1841,94,35,0
date ,1158,1842,53,33,0
"of
",1217,1841,30,34,0
Date ,101,1945,56,44,0
and ,166,1944,43,44,0
time ,216,1944,55,44,0
issued,280,1943,74,44,0
: ,354,1943,6,42,0
"1-11-24
",390,1940,180,45,0
City ,95,2056,60,31,0
and ,157,2056,49,30,0
state,209,2055,60,31,0
":
",263,2055,13,30,0
10:57,656,1938,142,47,0
am,799,1938,80,46,0
".
",880,1938,11,46,0
Billings,365,2030,189,82,0
", ",547,2030,24,79,0
"MT
",571,2028,136,82,0
Judge's ,1221,1978,84,26,0
"signature
",1308,1978,97,25,0
Timothy ,1055,2036,107,31,0
J. ,1167,2036,20,30,0
Cavan,1194,2036,82,30,0
", ",1278,2036,5,30,0
U.S. ,1292,2036,52,30,0
Magistrate ,1353,2036,131,30,0
"Judge
",1489,2036,77,30,0
Printed ,1198,2075,84,22,0
name ,1282,2075,57,21,0
and ,1344,2075,40,21,0
"title
",1387,2075,41,21,0
Attachment ,798,235,180,27,1
"A
",979,235,33,27,1
I. ,213,307,20,35,1
Subject ,251,307,110,35,1
Account ,370,307,122,35,1
and ,501,307,54,35,1
Execution ,565,307,147,35,1
of ,722,307,30,35,1
"Warrant
",760,307,127,35,1
This ,436,381,63,40,1
warrant ,506,381,108,40,1
is ,622,381,22,40,1
directed ,652,381,112,41,1
to ,771,382,30,40,1
Google,803,382,106,40,1
", ",908,382,8,40,1
Inc. ,924,382,54,40,1
(,986,382,15,40,1
the ,997,382,44,40,1
"""",1048,383,15,40,1
Provider,1063,383,122,40,1
"""",1186,383,13,40,1
),1198,383,10,40,1
", ",1209,383,9,40,1
headquartered ,1225,383,199,42,1
at ,1429,384,28,40,1
"1600
",1466,384,69,40,1
Amphitheatre ,228,428,192,38,1
Parkway,427,428,124,38,1
", ",548,428,8,38,1
Mountain ,566,428,138,38,1
View,708,428,78,39,1
", ",784,429,8,38,1
California ,799,429,141,38,1
94043,947,429,88,38,1
", ",1035,429,8,38,1
and ,1050,429,52,38,1
applies ,1109,429,99,39,1
to ,1214,430,29,38,1
all ,1250,430,37,38,1
content ,1292,430,104,38,1
and ,1403,430,52,38,1
"other
",1461,430,73,38,1
information,232,472,163,40,1
", ",393,472,7,39,1
specifically ,410,472,161,41,1
including ,576,473,134,39,1
geolocation ,715,473,162,41,1
information,884,474,164,40,1
", ",1048,474,8,39,1
within ,1064,474,90,40,1
the ,1160,475,44,39,1
Provider's ,1212,475,143,39,1
possession,1361,475,150,41,1
",
",1509,476,10,39,1
custody,229,519,109,37,1
", ",338,519,7,37,1
or ,353,519,32,37,1
control ,390,519,99,37,1
associated ,496,519,143,38,1
with ,647,520,63,37,1
the ,716,520,43,37,1
IMEI,768,520,75,37,1
/,835,520,20,37,1
MEID ,850,520,88,38,1
3529 ,947,521,65,37,1
1110 ,1023,521,59,37,1
0163 ,1089,521,62,37,1
379 ,1161,521,49,37,1
and,1216,521,53,38,1
/,1262,522,15,37,1
or ,1276,522,30,37,1
email ,1312,522,77,37,1
"addresses
",1397,522,132,37,1
fun1jj1978@gmail.com ,230,564,329,41,1
or ,565,565,31,39,1
nsayler@gmail.com ,602,565,277,40,1
(,886,566,16,39,1
the ,897,566,44,39,1
"""",949,566,15,39,1
Subject ,966,566,105,39,1
Account,1076,566,120,39,1
"""",1197,566,14,39,1
),1208,566,14,39,1
".
",1220,566,7,39,1
A ,426,641,39,38,1
law ,467,641,54,38,1
enforcement ,523,641,176,38,1
officer ,706,641,92,38,1
will ,805,641,55,38,1
serve ,866,641,73,39,1
this ,947,642,52,38,1
warrant ,1007,642,105,38,1
by ,1120,642,36,38,1
transmitting ,1163,642,169,38,1
it ,1340,642,20,38,1
via ,1366,642,45,39,1
email ,1417,643,77,38,1
"or
",1503,643,29,38,1
another ,226,686,104,40,1
appropriate ,337,686,158,40,1
manner ,503,686,105,40,1
to ,614,686,29,40,1
the ,650,686,44,40,1
Provider,702,686,119,40,1
. ,819,686,6,40,1
The ,835,686,55,40,1
Provider ,898,686,120,40,1
is ,1025,686,25,40,1
directed ,1056,686,113,40,1
to ,1176,686,27,40,1
produce ,1211,686,112,41,1
to ,1331,687,27,40,1
the ,1364,687,45,40,1
"law
",1417,687,53,40,1
enforcement ,225,731,174,39,1
officer ,404,731,95,39,1
an ,506,731,35,39,1
electronic ,546,731,140,39,1
copy ,691,731,69,39,1
of ,766,732,34,39,1
the ,802,732,44,39,1
information ,853,732,167,39,1
specified ,1024,732,129,39,1
in ,1160,732,27,39,1
Section ,1194,732,105,40,1
II ,1306,733,22,39,1
below,1335,733,87,39,1
. ,1420,733,7,39,1
"Upon
",1445,733,79,39,1
receipt ,224,775,95,37,1
of ,326,775,34,37,1
the ,363,775,44,37,1
production,412,775,153,37,1
", ",564,775,8,37,1
law ,582,775,51,37,1
enforcement ,639,775,173,37,1
personnel ,818,775,135,38,1
will ,962,776,55,37,1
review ,1024,776,97,37,1
the ,1127,776,42,37,1
information ,1177,776,165,37,1
for ,1349,776,41,37,1
"items
",1398,776,74,37,1
falling ,226,820,90,37,1
within ,322,820,90,37,1
the ,419,820,43,37,1
categories ,468,820,143,37,1
specified ,617,820,125,37,1
in ,750,820,29,37,1
Section ,786,820,103,37,1
III ,897,820,34,37,1
below,939,820,87,37,1
".
",1025,820,6,37,1
II,190,896,26,33,1
. ,217,896,6,33,1
Information ,242,896,179,33,1
to ,429,896,28,33,1
be ,467,896,33,33,1
Produced,511,896,140,33,1
/,650,896,14,33,1
Disclosed ,662,896,135,33,1
by ,807,896,36,33,1
the ,851,896,46,33,1
"Provider
",904,896,132,33,1
To ,323,968,40,40,1
the ,371,968,44,40,1
extent ,420,968,88,40,1
within ,514,968,90,40,1
the ,611,968,43,40,1
Provider's ,663,968,142,41,1
possession,812,969,151,40,1
", ",960,969,9,40,1
custody,976,969,110,40,1
", ",1086,969,8,40,1
or ,1102,969,32,40,1
control,1139,970,99,40,1
", ",1238,970,8,40,1
including ,1254,970,132,40,1
"any
",1391,970,53,40,1
information ,220,1014,167,40,1
that ,388,1014,56,40,1
has ,450,1014,49,40,1
been ,506,1014,67,40,1
deleted ,578,1014,103,40,1
but ,689,1014,43,40,1
is ,741,1015,23,40,1
still ,772,1015,51,40,1
available ,832,1015,124,40,1
to ,965,1015,27,40,1
the ,1000,1015,42,40,1
Provider ,1051,1015,120,40,1
or ,1178,1015,31,40,1
that ,1215,1015,53,41,1
has ,1273,1016,49,40,1
been ,1328,1016,68,40,1
"preserved
",1401,1016,138,40,1
pursuant ,220,1060,120,38,1
to ,347,1060,27,38,1
a ,382,1060,18,38,1
request ,405,1060,102,38,1
made ,513,1060,77,38,1
under ,597,1060,82,38,1
18 ,686,1060,33,38,1
U.S.C. ,728,1060,90,38,1
§ ,831,1060,13,38,1
2703,852,1060,69,38,1
(,923,1060,15,38,1
f,933,1060,17,38,1
),943,1060,13,38,1
", ",956,1060,9,38,1
the ,974,1060,45,38,1
Provider ,1025,1060,121,38,1
is ,1153,1060,24,38,1
directed ,1184,1060,113,38,1
to ,1304,1060,28,38,1
produce ,1338,1060,113,39,1
"the
",1456,1061,45,38,1
following ,222,1104,133,38,1
information ,361,1104,165,38,1
associated ,532,1104,144,38,1
with ,683,1104,62,38,1
the ,751,1104,43,38,1
Subject ,802,1104,105,38,1
Account,911,1104,121,38,1
(,1031,1104,15,38,1
s,1042,1104,14,38,1
) ,1055,1104,13,38,1
for ,1077,1104,40,38,1
the ,1124,1104,44,38,1
time ,1176,1104,62,38,1
period ,1245,1104,89,38,1
May ,1339,1105,67,38,1
01,1411,1105,34,38,1
", ",1447,1105,9,38,1
"2020
",1463,1105,73,38,1
through ,220,1149,105,38,1
December ,332,1149,144,37,1
17,486,1149,33,37,1
", ",517,1149,8,37,1
2020,533,1149,73,37,1
":
",606,1149,6,37,1
a,315,1233,25,20,1
. ,334,1233,10,20,1
Subscriber,419,1222,157,40,1
/,574,1222,19,40,1
registration ,592,1222,167,40,1
information ,767,1222,174,41,1
to ,948,1223,31,40,1
include ,987,1223,108,40,1
name,1102,1223,83,40,1
", ",1184,1224,8,40,1
emails,1200,1224,95,40,1
", ",1295,1224,8,40,1
phone ,1313,1224,93,40,1
numbers,1411,1224,128,40,1
",
",1538,1224,10,40,1
addresses,218,1262,136,39,1
", ",357,1262,6,39,1
account ,373,1262,117,39,1
creation ,495,1262,121,39,1
dates,621,1262,78,39,1
", ",700,1262,8,39,1
account ,716,1262,116,39,1
status,838,1262,84,39,1
", ",922,1262,9,39,1
registration ,940,1262,168,39,1
IP ,1115,1262,36,39,1
address,1156,1263,110,39,1
", ",1268,1263,7,39,1
means ,1284,1263,95,39,1
and ,1386,1263,58,39,1
"source
",1449,1263,96,39,1
of ,217,1302,35,38,1
payment ,252,1302,131,38,1
(,388,1302,14,38,1
including ,400,1302,139,38,1
any ,546,1302,56,38,1
credit ,608,1302,84,38,1
or ,701,1302,30,38,1
bank ,738,1302,74,38,1
account ,818,1302,115,38,1
numbers,941,1302,125,38,1
),1066,1302,12,38,1
", ",1081,1302,7,38,1
records ,1095,1302,108,38,1
of ,1211,1302,36,38,1
session ,1248,1302,106,38,1
times ,1360,1302,80,38,1
"and
",1448,1302,56,38,1
durations,213,1342,140,39,1
", ",354,1342,7,39,1
and ,371,1342,56,39,1
the ,431,1342,50,39,1
temporarily ,487,1342,175,39,1
assigned ,667,1342,125,39,1
network ,800,1342,120,39,1
addresses ,926,1342,140,39,1
(,1075,1342,15,39,1
such ,1084,1342,70,39,1
as ,1160,1342,32,39,1
Internet ,1199,1342,117,40,1
Protocol ,1322,1343,126,39,1
(,1456,1343,14,39,1
"""",1469,1343,13,39,1
IP,1484,1343,36,39,1
"""",1519,1343,16,39,1
")
",1533,1343,14,39,1
addresses,214,1380,139,39,1
) ,352,1380,14,39,1
associated ,372,1380,152,39,1
with ,531,1380,64,39,1
those ,603,1380,80,39,1
sessions,691,1380,115,39,1
", ",807,1380,8,39,1
including ,825,1380,137,39,1
log,969,1380,48,40,1
-,1015,1381,9,39,1
in ,1025,1381,29,39,1
IP ,1063,1381,35,39,1
addresses,1104,1381,139,39,1
", ",1244,1381,7,39,1
length ,1259,1381,93,39,1
of ,1359,1381,37,39,1
"service
",1397,1381,102,39,1
(,209,1420,26,39,1
including ,224,1420,142,39,1
start ,370,1420,66,39,1
date ,441,1420,66,39,1
and ,511,1420,59,39,1
creation ,574,1420,124,39,1
IP,704,1420,34,39,1
) ,732,1420,16,39,1
and ,756,1420,57,39,1
types ,819,1420,76,39,1
of ,901,1420,38,39,1
service ,939,1420,104,39,1
utilized,1048,1420,113,39,1
", ",1160,1420,7,39,1
and ,1176,1420,57,39,1
change ,1239,1420,105,39,1
history,1351,1420,103,39,1
";
",1449,1420,10,39,1
b,310,1479,28,29,1
. ,334,1478,8,29,1
Records ,417,1478,116,37,1
of ,541,1478,33,37,1
user ,576,1478,63,37,1
activity ,643,1478,106,37,1
for ,755,1478,43,37,1
each ,803,1478,65,37,1
connection ,874,1478,156,37,1
made ,1035,1478,77,37,1
to ,1119,1478,28,37,1
or ,1155,1478,30,37,1
from ,1193,1478,66,37,1
the ,1267,1479,45,37,1
Account,1314,1479,122,37,1
(,1432,1479,16,37,1
s,1444,1479,17,37,1
),1458,1479,14,37,1
",
",1472,1479,8,37,1
including,216,1517,128,38,1
", ",343,1517,7,38,1
for ,358,1517,43,38,1
all ,407,1517,35,38,1
Google ,447,1517,108,38,1
services,560,1517,113,38,1
", ",674,1517,8,38,1
the ,690,1517,44,38,1
date,738,1517,61,38,1
", ",798,1517,8,38,1
time,812,1517,64,38,1
", ",875,1517,9,38,1
length,892,1517,87,38,1
", ",979,1517,8,38,1
and ,996,1517,51,38,1
method ,1055,1517,103,38,1
of ,1166,1517,33,38,1
connection,1203,1517,152,38,1
", ",1354,1517,8,38,1
data ,1369,1517,62,38,1
"transfer
",1436,1517,107,38,1
volume,212,1558,104,37,1
", ",316,1558,7,37,1
user ,333,1558,58,37,1
names,397,1558,88,37,1
", ",486,1558,8,37,1
source ,502,1558,91,37,1
and ,600,1558,52,37,1
destination ,659,1558,153,37,1
IP ,819,1558,30,37,1
address,856,1558,105,37,1
", ",961,1558,8,37,1
name ,977,1558,76,37,1
of ,1061,1558,33,37,1
accessed ,1098,1558,122,37,1
Google ,1224,1558,106,37,1
service,1336,1558,100,37,1
", ",1435,1558,7,37,1
and ,1451,1558,51,37,1
"all
",1509,1558,35,37,1
activity ,212,1596,105,38,1
"logs
",324,1596,58,37,1
C. ,309,1664,29,18,1
All ,412,1653,50,37,1
Gmail ,466,1653,89,37,1
address,564,1653,105,37,1
(,668,1653,13,37,1
es,679,1653,30,37,1
) ,708,1653,13,37,1
associated ,727,1653,143,37,1
with ,878,1653,61,37,1
the ,947,1653,43,37,1
identified ,1000,1653,132,37,1
Account,1138,1653,119,37,1
(,1256,1653,11,37,1
s,1266,1653,15,37,1
) ,1281,1653,11,37,1
including ,1301,1653,130,38,1
"any
",1438,1654,52,37,1
secondary ,212,1691,137,38,1
or ,357,1691,30,37,1
backup ,395,1691,100,37,1
email ,503,1691,76,37,1
addresses ,588,1691,133,37,1
associated ,728,1691,142,37,1
with ,878,1691,61,37,1
the ,948,1691,43,37,1
Accounts,998,1691,130,37,1
";
",1129,1691,9,37,1
d,304,1750,31,25,1
. ,330,1750,9,25,1
All ,412,1748,48,36,1
IP ,469,1748,31,36,1
Address ,505,1748,116,36,1
logs ,629,1748,59,36,1
for ,695,1748,42,36,1
all ,743,1748,36,36,1
services ,786,1748,112,36,1
utilized ,905,1748,105,36,1
by ,1016,1748,37,36,1
the ,1058,1748,47,36,1
Account,1109,1748,120,36,1
(,1228,1748,12,36,1
s,1238,1748,17,36,1
),1252,1748,14,36,1
", ",1266,1748,10,36,1
to ,1281,1748,28,36,1
include ,1317,1748,103,36,1
"records
",1426,1748,101,36,1
of ,211,1786,34,38,1
session ,248,1786,99,38,1
times ,354,1786,75,38,1
and ,436,1786,52,38,1
durations,494,1786,130,38,1
", ",625,1786,8,38,1
login,643,1786,73,38,1
/,709,1786,15,38,1
logout,722,1786,90,38,1
/,806,1786,15,38,1
intra,820,1786,62,38,1
-,881,1786,12,38,1
communication ,891,1786,218,38,1
IP ,1118,1786,28,38,1
addresses ,1154,1786,134,38,1
associated ,1295,1786,142,38,1
"with
",1446,1786,59,38,1
session ,210,1825,99,37,1
times ,315,1825,77,36,1
and ,399,1825,51,36,1
date,456,1825,60,36,1
", ",515,1825,8,36,1
methods ,532,1825,118,36,1
of ,658,1825,35,36,1
connecting,695,1825,150,36,1
", ",845,1825,8,36,1
and ,860,1825,53,36,1
log ,920,1825,45,36,1
files,973,1825,61,36,1
";
",1032,1825,9,36,1
e,307,1893,24,19,1
".
",326,1892,9,19,1
Location ,411,1883,128,37,1
history ,544,1883,99,37,1
for ,650,1883,42,37,1
the ,700,1883,41,37,1
Subject ,748,1883,104,37,1
Account,857,1883,121,37,1
(,975,1883,15,37,1
s,987,1883,16,37,1
) ,1001,1883,12,37,1
for ,1022,1883,41,37,1
the ,1069,1883,45,37,1
period ,1121,1883,89,37,1
