text,left_pixels,top_pixels,width_pixels,height_pixels,page
(,1204,747,12,35,0
identify ,1212,744,79,38,0
the ,1297,744,33,36,0
person ,1332,742,75,38,0
or ,1412,741,25,37,0
describe ,1440,740,89,38,0
"the
",1534,739,33,36,0
property ,104,804,96,30,0
to ,203,803,25,28,0
be ,231,802,30,29,0
searched ,263,800,97,30,0
and ,363,799,42,29,0
give ,405,798,47,29,0
its ,456,797,26,28,0
location,487,795,85,30,0
),566,796,15,27,0
":
",578,795,10,27,0
See ,129,841,53,31,0
Attachment ,183,838,151,33,0
A,337,837,28,30,0
", ",360,838,6,29,0
incorporated ,375,834,157,33,0
herein ,539,832,78,32,0
by ,624,831,32,30,0
reference,663,829,122,32,0
".
",783,829,10,29,0
located ,112,909,92,29,0
in ,211,908,25,27,0
"the
",242,907,41,28,0
"Northern
",381,904,116,24,0
person ,107,949,78,31,0
or ,188,948,26,30,0
describe ,215,947,94,31,0
the ,313,945,32,30,0
property ,348,944,93,30,0
to ,443,943,24,29,0
be ,469,942,28,29,0
seized,500,940,68,31,0
),559,941,15,28,0
":
",571,941,11,28,0
District ,591,898,101,27,0
"of
",697,897,32,25,0
"California
",877,895,123,22,0
",
",1156,909,9,8,0
See ,131,989,53,32,0
Attachment ,186,986,149,34,0
B,340,987,22,30,0
", ",362,986,5,30,0
incorporated ,376,982,157,34,0
herein ,540,982,80,31,0
by ,626,980,32,31,0
reference,665,978,122,33,0
".
",786,978,8,30,0
The ,218,1078,51,34,0
basis ,274,1077,64,34,0
for ,348,1076,34,33,0
the ,390,1075,38,34,0
search ,435,1075,79,33,0
under ,523,1073,72,34,0
Fed,601,1072,49,34,0
. ,650,1073,5,32,0
R. ,663,1072,29,33,0
Crim,699,1071,64,33,0
. ,765,1071,5,32,0
P. ,778,1070,27,33,0
41,809,1070,32,32,0
(,844,1070,13,32,0
c,853,1070,18,32,0
) ,867,1069,12,32,0
is ,886,1069,22,32,0
(,913,1069,12,32,0
check ,921,1067,62,34,0
one ,986,1066,39,34,0
or ,1029,1067,24,32,0
more,1060,1065,54,34,0
),1108,1066,13,32,0
":
",1121,1065,8,32,0
evidence ,323,1122,112,32,0
of ,441,1121,32,31,0
a ,476,1122,15,29,0
crime,497,1120,72,31,0
";
",569,1120,7,29,0
contraband,327,1166,138,37,0
", ",462,1166,7,34,0
fruits ,481,1164,64,36,0
of ,553,1163,29,35,0
crime,587,1162,71,36,0
", ",658,1163,7,34,0
or ,673,1162,27,34,0
other ,706,1160,66,36,0
items ,780,1159,66,36,0
illegally ,855,1156,102,37,0
possessed,961,1155,127,36,0
";
",1086,1155,9,34,0
there ,1168,884,66,31,0
is ,1242,884,21,30,0
now ,1268,884,55,30,0
concealed ,1329,882,130,32,0
(,1466,883,11,30,0
identify ,1473,882,77,31,0
"the
",1553,882,38,30,0
property ,326,1216,108,37,0
designed ,438,1214,114,37,0
for ,559,1213,37,35,0
use,602,1212,42,35,0
", ",644,1212,8,34,0
intended ,661,1209,107,37,0
for ,776,1208,37,36,0
use,820,1207,41,36,0
", ",862,1208,7,34,0
or ,876,1206,28,35,0
used ,909,1205,59,36,0
in ,974,1205,24,34,0
committing ,1006,1201,143,38,0
a ,1156,1202,16,34,0
crime,1177,1200,72,35,0
";
",1249,1200,8,34,0
a ,329,1265,15,33,0
person ,349,1262,83,35,0
to ,439,1262,24,33,0
be ,471,1260,30,35,0
arrested ,509,1258,100,36,0
or ,616,1257,27,34,0
a ,649,1258,15,33,0
person ,670,1255,85,36,0
who ,762,1254,54,35,0
is ,825,1254,20,33,0
unlawfully ,852,1250,135,37,0
restrained,993,1247,126,37,0
".
",1112,1248,9,33,0
The ,223,1326,51,30,0
search ,283,1324,79,31,0
is ,370,1325,20,28,0
related ,397,1322,85,30,0
to ,488,1322,26,28,0
a ,521,1322,16,28,0
violation ,542,1319,112,31,0
of,662,1318,30,29,0
":
",686,1318,8,28,0
Code ,256,1381,69,25,0
"Section
",331,1379,91,26,0
15 ,193,1411,36,32,0
USC ,234,1410,63,32,0
78,302,1409,35,31,0
(,337,1410,10,30,0
b,344,1410,17,30,0
) ,361,1409,10,30,0
& ,378,1409,21,30,0
"78ff
",403,1407,54,32,0
18 ,196,1447,41,23,0
USC ,235,1446,61,23,0
"371
",306,1445,43,23,0
Insider ,615,1402,90,30,0
"Trading
",707,1401,98,30,0
"Conspiracy
",611,1435,150,30,0
The ,225,1525,54,35,0
application ,285,1522,140,37,0
is ,431,1522,21,33,0
based ,459,1521,74,34,0
on ,539,1519,32,34,0
these ,576,1518,67,35,0
facts,649,1517,59,34,0
":
",704,1517,11,33,0
Offense ,988,1362,99,33,0
"Description
",1091,1361,149,33,0
See ,207,1563,54,36,0
Affidavit ,263,1561,107,37,0
of ,376,1561,27,35,0
FBI ,409,1560,42,35,0
Special ,459,1558,93,37,0
Agent ,558,1557,77,36,0
Leah ,643,1556,61,36,0
Chambers,712,1554,131,36,0
", ",845,1554,6,34,0
which ,858,1552,73,36,0
is ,938,1552,21,34,0
hereby ,967,1550,88,36,0
incorporated ,1062,1547,156,38,0
by ,1225,1546,33,35,0
reference ,1265,1544,118,37,0
and ,1389,1543,50,36,0
made ,1445,1542,72,36,0
"part
",1524,1541,52,36,0
hereof,205,1603,93,25,0
".
",290,1603,12,23,0
Continued ,283,1651,133,31,0
on ,421,1650,32,29,0
the ,459,1650,40,28,0
attached ,505,1647,106,30,0
sheet,617,1646,65,29,0
".
",684,1646,6,27,0
☐ ,244,1700,23,36,0
Delayed ,285,1698,105,37,0
notice ,396,1696,78,38,0
of ,479,1696,32,36,0
days ,604,1695,65,32,0
(,671,1695,17,30,0
give ,679,1694,47,32,0
exact ,730,1693,58,31,0
ending ,791,1692,73,31,0
date ,866,1690,47,32,0
if ,918,1691,21,30,0
more ,937,1689,55,32,0
than ,996,1688,48,32,0
30 ,1046,1687,32,31,0
days,1079,1686,50,32,0
":
",1128,1687,8,30,0
18 ,288,1735,30,34,0
U.S.C. ,323,1734,83,34,0
§ ,419,1734,12,32,0
3103a,439,1731,79,35,0
", ",516,1732,6,32,0
the ,531,1730,39,34,0
basis ,577,1729,63,34,0
of ,647,1728,31,33,0
which ,681,1726,78,35,0
is ,766,1727,22,32,0
set ,794,1725,36,33,0
forth ,837,1724,62,34,0
on ,905,1723,32,33,0
the ,944,1722,38,33,0
attached ,989,1720,107,35,0
sheet,1100,1719,65,34,0
".
",1165,1719,8,32,0
) ,1357,1679,17,32,0
is ,1378,1678,27,32,0
requested ,1406,1675,121,35,0
"under
",1531,1674,75,34,0
Jessica ,1119,1757,187,83,0
"Hefron
",1308,1757,154,82,0
Applicant's ,1157,1819,121,31,0
"signature
",1288,1818,101,31,0
Jessica ,1059,1872,95,36,0
Hefron,1160,1871,85,35,0
", ",1247,1871,6,33,0
FBI ,1263,1870,42,34,0
Special ,1314,1868,91,35,0
"Agent
",1411,1867,78,35,0
Printed ,1154,1911,85,26,0
name ,1240,1910,59,25,0
and ,1304,1909,40,25,0
"title
",1347,1908,44,25,0
Attested ,135,1983,107,41,0
to ,248,1984,27,38,0
by ,280,1982,34,39,0
the ,319,1981,42,40,0
applicant ,366,1979,116,41,0
in ,487,1980,26,38,0
accordance ,519,1977,143,41,0
with ,669,1976,56,39,0
the ,731,1975,39,39,0
requirements ,778,1972,161,42,0
of ,948,1972,30,39,0
Fed,981,1971,49,39,0
. ,1030,1971,6,38,0
R. ,1043,1971,27,38,0
Crim,1079,1969,65,40,0
. ,1144,1970,6,38,0
P. ,1157,1969,27,38,0
4.1 ,1190,1967,39,40,0
"by
",1237,1967,35,39,0
Date,135,2124,64,22,0
":
",190,2124,15,21,0
"Telephone
",398,2021,141,34,0
"06/07/2023
",307,2115,144,26,0
City ,140,2211,57,35,0
and ,202,2209,48,35,0
state,256,2207,60,36,0
: ,315,2208,7,34,0
San ,345,2205,51,36,0
Diego,403,2203,75,37,0
", ",478,2204,8,34,0
"Calfornia
",493,2200,116,38,0
(,804,2016,25,28,0
specify ,815,2014,78,30,0
reliable ,895,2011,81,31,0
electronic ,980,2010,105,31,0
means,1088,2009,68,29,0
),1149,2009,14,28,0
".
",1164,2009,7,28,0
William ,1116,2075,183,67,0
V. ,1305,2075,41,66,0
"Gallo
",1352,2074,129,67,0
Judge's ,1183,2133,94,29,0
"signature
",1272,2132,96,29,0
Hon,999,2185,52,32,0
. ,1052,2186,5,30,0
Willaim ,1064,2184,94,32,0
V. ,1164,2184,28,30,0
Gallo,1200,2182,66,32,0
", ",1268,2183,5,30,0
U.S. ,1283,2181,53,32,0
Magistrate ,1344,2179,132,33,0
"Judge
",1485,2178,76,32,0
Printed ,1160,2226,87,25,0
name ,1246,2225,63,24,0
and ,1311,2224,40,25,0
"title
",1355,2224,43,24,0
"1
",142,325,21,28,1
"2
",139,393,30,25,1
Case ,224,138,87,43,1
3,315,139,22,41,1
:,338,138,10,41,1
23,345,138,40,41,1
-,385,138,10,41,1
mj,396,137,33,42,1
-,430,137,13,41,1
02081,442,136,94,43,1
-,537,136,13,41,1
WVG ,548,135,79,42,1
Document ,656,132,156,44,1
1 ,822,133,19,41,1
Filed ,869,131,71,43,1
06/08/23 ,949,130,132,43,1
PageID.2 ,1110,127,144,44,1
Page ,1280,127,79,43,1
2 ,1366,127,22,41,1
of ,1397,127,32,41,1
"27
",1434,126,41,41,1
ATTACHMENT ,726,314,274,37,1
"A
",1008,315,29,31,1
PROPERTY ,612,384,201,37,1
TO ,823,383,52,33,1
BE ,886,382,50,33,1
"SEARCHED
",946,378,205,36,1
"3
",139,462,30,24,1
"4
",139,528,33,25,1
This ,300,527,71,44,1
warrant ,381,524,122,45,1
applies ,514,522,110,45,1
to ,634,521,33,43,1
information ,677,517,189,47,1
associated ,875,514,163,46,1
with ,1047,513,72,43,1
Apple ,1128,510,97,45,1
ID ,1236,509,41,43,1
affiliated ,1287,506,147,46,1
with ,1442,505,71,43,1
"the
",1524,503,48,44,1
5 ,146,596,24,45,1
below ,198,592,100,48,1
identifiers,321,589,163,49,1
", ",484,590,11,45,1
that ,515,588,64,47,1
is ,601,588,28,45,1
stored ,651,585,102,47,1
at ,773,584,32,46,1
premises ,824,582,145,48,1
owned,992,579,109,48,1
", ",1099,580,11,45,1
maintained,1130,576,181,48,1
", ",1311,576,10,45,1
controlled,1342,572,167,49,1
", ",1508,573,7,45,1
"or
",1542,571,32,46,1
6 ,148,662,24,50,1
operated ,203,658,138,53,1
by ,350,657,45,51,1
Apple ,403,655,100,52,1
Inc.,514,654,57,52,1
", ",577,654,11,50,1
a ,598,654,20,50,1
company ,627,650,149,54,1
headquartered ,787,646,229,55,1
at ,1026,646,29,51,1
Apple ,1067,643,99,53,1
Inc.,1178,643,60,51,1
", ",1239,643,10,50,1
1 ,1263,643,14,50,1
Apple ,1292,640,100,52,1
Park ,1403,639,76,52,1
Way,1487,638,80,51,1
",
",1566,637,8,50,1
7 ,146,731,28,49,1
Cupertino,200,727,164,52,1
", ",365,727,8,48,1
CA ,380,726,62,49,1
95014,449,723,99,51,1
":
",550,724,7,48,1
"8
",147,799,29,28,1
Account ,402,797,141,44,1
Holder,550,795,115,43,1
: ,662,795,8,40,1
Grant ,713,792,93,42,1
"Witherspoon
",815,788,202,44,1
"9
",148,868,31,28,1
Account ,407,866,138,43,1
Number,552,863,134,42,1
: ,684,863,8,39,1
(,716,862,14,39,1
303,727,861,60,40,1
) ,789,861,14,39,1
"520-7458
",810,856,152,43,1
"10
",133,934,44,29,1
Account ,405,937,143,34,1
ID,558,936,41,31,1
":
",596,936,11,30,1
"intoiFtVtLdClg@gmail.com
",719,922,448,48,1
"11
",134,1003,43,31,1
(,412,1006,16,40,1
"""",428,1005,15,40,1
Target ,444,1002,115,43,1
Account,568,999,143,44,1
"""",711,999,15,40,1
")
",725,999,13,40,1
"12
",135,1072,47,27,1
"13
",139,1140,40,30,1
"14
",142,1207,40,29,1
"15
",144,1275,40,30,1
"16
",140,1342,49,31,1
"17
",141,1412,47,28,1
"18
",144,1479,46,31,1
"19
",145,1547,47,30,1
"20
",144,1618,50,25,1
"21
",150,1684,38,28,1
"22
",147,1753,50,27,1
"23
",150,1821,48,27,1
"24
",148,1888,53,28,1
"25
",152,1957,50,27,1
"26
",154,2025,49,27,1
"27
",154,2095,51,26,1
"28
",157,2162,48,28,1
Case ,221,139,85,44,2
3,313,139,21,42,2
:,324,139,13,42,2
23,340,139,42,42,2
-,380,139,10,42,2
mj,393,138,33,43,2
-,429,138,8,42,2
02081,436,137,97,43,2
-,533,137,9,42,2
WVG ,543,136,81,43,2
Document ,653,133,155,45,2
1 ,817,134,20,42,2
Filed ,864,132,72,44,2
06/08/23 ,944,130,136,45,2
PageID.3 ,1107,128,141,45,2
Page ,1274,127,79,44,2
3 ,1361,127,22,42,2
of ,1392,127,33,42,2
"27
",1429,126,41,43,2
"1
",139,325,21,29,2
ATTACHMENT ,726,317,270,35,2
"B
",1006,317,25,30,2
"2
",134,394,32,25,2
"3
",137,461,28,27,2
ITEMS ,687,387,115,34,2
TO ,814,386,50,32,2
BE ,876,385,49,32,2
"SEIZED
",937,381,133,35,2
"I.
",293,469,27,26,2
Service ,399,461,122,36,2
of ,532,460,35,34,2
"Warrant
",575,457,148,37,2
"4
",137,530,32,25,2
The ,295,531,63,44,2
officer ,367,528,105,46,2
executing ,481,524,154,47,2
the ,643,523,49,45,2
warrant ,701,521,120,46,2
shall ,831,519,73,45,2
permit ,911,517,106,45,2
Apple ,1024,514,97,46,2
Inc. ,1130,513,58,45,2
(,1195,513,18,43,2
"""",1209,513,17,43,2
Apple,1227,510,98,46,2
"""",1326,511,15,43,2
),1342,510,13,43,2
", ",1357,510,8,43,2
as ,1374,508,34,45,2
"custodian
",1417,505,152,47,2
5 ,140,595,27,48,2
of ,197,592,38,49,2
the ,236,592,52,49,2
computer ,295,588,152,52,2
files ,454,587,68,50,2
described ,530,584,153,52,2
below,690,582,99,51,2
", ",787,583,10,48,2
to ,806,581,31,49,2
locate ,847,579,94,51,2
the ,947,578,51,50,2
files ,1008,577,66,50,2
and ,1084,576,57,49,2
copy ,1149,575,77,49,2
them ,1233,573,79,50,2
onto ,1323,571,69,50,2
"removable
",1403,568,168,52,2
6 ,145,662,21,49,2
electronic ,198,657,155,53,2
storage ,364,655,114,52,2
media ,489,652,96,52,2
and ,595,651,58,51,2
deliver ,661,649,111,52,2
the ,781,648,48,50,2
same ,840,646,79,51,2
to ,930,645,30,50,2
the ,970,644,49,51,2
officer,1031,642,103,52,2
".
",1135,642,9,49,2
"7
",143,734,26,27,2
"8
",145,801,28,27,2
II,301,741,31,27,2
. ,334,741,7,26,2
Items ,405,732,92,41,2
to ,507,732,34,39,2
be ,552,731,39,39,2
Provided ,601,728,153,42,2
by ,764,727,42,39,2
"Apple
",814,725,102,41,2
To ,302,803,44,36,2
the ,364,801,50,37,2
extent ,430,798,100,38,2
that ,544,797,65,37,2
the ,622,796,51,36,2
information ,689,791,190,40,2
described ,892,788,158,38,2
in ,1065,786,34,37,2
Attachment ,1113,782,185,40,2
A ,1312,781,35,36,2
is ,1362,780,28,36,2
within ,1407,778,104,38,2
"the
",1525,777,52,36,2
9 ,148,867,23,52,2
possession,200,862,172,56,2
", ",372,862,9,52,2
custody,396,859,125,55,2
", ",520,859,10,52,2
or ,545,857,36,54,2
control ,594,856,112,54,2
of ,720,854,41,53,2
Apple,768,852,99,55,2
", ",867,853,9,52,2
regardless ,891,849,161,56,2
of ,1068,847,37,54,2
whether ,1116,845,128,55,2
such ,1258,844,74,53,2
information ,1346,839,191,57,2
"is
",1551,839,25,53,2
10 ,132,934,41,49,2
located ,199,931,124,51,2
within ,328,929,104,50,2
or ,444,928,35,48,2
outside ,491,926,113,50,2
of ,616,924,37,49,2
the ,660,923,50,49,2
United ,722,921,109,50,2
States,842,919,92,49,2
", ",936,919,9,47,2
including ,958,915,150,51,2
any ,1120,914,56,49,2
messages,1187,911,150,50,2
", ",1338,911,9,47,2
records,1361,908,117,50,2
", ",1478,908,8,47,2
files,1500,906,67,49,2
",
",1569,906,8,47,2
11 ,137,1002,31,54,2
| ,176,1003,11,52,2
logs,204,1001,66,53,2
", ",272,1001,8,52,2
or ,289,999,37,53,2
information ,333,995,186,57,2
that ,527,994,62,54,2
have ,596,991,75,55,2
been ,678,990,77,54,2
deleted ,762,988,116,55,2
but ,884,986,53,54,2
are ,947,985,48,54,2
still ,1004,984,59,54,2
available ,1072,981,141,55,2
to ,1220,980,32,53,2
Apple,1261,978,97,54,2
", ",1358,978,9,52,2
or ,1378,976,34,54,2
have ,1420,974,76,55,2
"been
",1504,973,76,54,2
12 ,138,1070,36,53,2
preserved ,205,1067,158,55,2
pursuant ,371,1063,139,55,2
to ,521,1063,31,52,2
a ,564,1063,19,51,2
request ,593,1060,116,54,2
made ,718,1058,87,54,2
under ,815,1056,93,54,2
18 ,919,1055,37,52,2
U.S.C. ,968,1053,106,53,2
§ ,1091,1053,15,51,2
2703,1120,1051,75,52,2
(,1198,1051,13,51,2
f,1211,1050,14,51,2
),1222,1050,14,51,2
", ",1237,1050,8,51,2
Apple ,1256,1047,100,54,2
is ,1368,1047,25,51,2
required ,1406,1043,133,55,2
"to
",1552,1043,29,52,2
13 ,139,1138,35,53,2
disclose ,206,1135,131,55,2
the ,347,1134,51,53,2
following ,409,1131,155,54,2
information ,575,1126,188,56,2
to ,773,1125,32,53,2
the ,817,1125,49,52,2
government,876,1120,191,56,2
", ",1067,1121,8,51,2
in ,1088,1119,32,52,2
unencrypted ,1130,1115,198,56,2
form ,1340,1113,77,54,2
"whenever
",1428,1110,155,55,2
14 ,139,1206,40,51,2
available,209,1202,145,53,2
", ",354,1203,9,49,2
for ,373,1201,47,51,2
the ,428,1200,49,50,2
account ,488,1196,123,53,2
or ,621,1196,33,50,2
identifier ,663,1193,146,52,2
listed ,819,1190,85,52,2
in ,914,1189,30,51,2
Attachment ,953,1185,185,54,2
A,1148,1184,30,50,2
":
",1177,1185,7,49,2
"15
",142,1276,41,31,2
"16
",140,1343,42,31,2
"17
",140,1412,45,29,2
"18
",141,1481,46,31,2
"19
",144,1548,45,30,2
"20
",141,1619,49,26,2
"21
",145,1689,43,24,2
"22
",146,1757,47,25,2
"23
",146,1822,46,27,2
"24
",146,1891,54,26,2
"25
",148,1958,52,27,2
"26
",150,2026,49,27,2
"27
",151,2097,48,25,2
"28
",154,2161,48,30,2
a,365,1278,20,42,2
. ,386,1277,8,42,2
All ,413,1275,52,44,2
records ,473,1273,117,45,2
or ,599,1271,35,44,2
other ,639,1269,82,45,2
information ,728,1265,187,47,2
regarding ,922,1262,153,46,2
the ,1080,1261,50,44,2
identification ,1138,1257,210,47,2
of ,1356,1255,40,44,2
the ,1394,1255,52,43,2
account,1453,1251,126,46,2
",
",1576,1252,9,42,2
to ,416,1345,31,44,2
include ,464,1342,118,46,2
full ,597,1341,56,44,2
name,665,1338,88,45,2
", ",753,1339,10,42,2
physical ,776,1335,135,46,2
address,925,1332,119,45,2
", ",1046,1332,9,42,2
telephone ,1070,1329,153,45,2
numbers,1238,1324,137,46,2
", ",1377,1325,10,42,2
the ,1402,1323,49,44,2
date ,1464,1320,70,45,2
"on
",1548,1320,41,43,2
which ,416,1411,99,43,2
the ,526,1410,50,42,2
account ,587,1406,125,44,2
was ,721,1406,62,41,2
created,795,1403,116,43,2
", ",910,1403,8,40,2
the ,929,1401,50,42,2
length ,990,1399,101,43,2
of ,1101,1398,37,41,2
service,1146,1396,111,43,2
", ",1258,1396,8,40,2
the ,1276,1394,52,42,2
IP ,1339,1393,37,41,2
address ,1385,1390,120,44,2
"used
",1517,1388,73,43,2
to ,419,1481,32,45,2
register ,466,1478,124,47,2
the ,605,1477,49,45,2
account,669,1473,127,47,2
", ",796,1474,9,43,2
account ,821,1470,125,47,2
status,960,1468,92,46,2
", ",1053,1468,10,43,2
associated ,1079,1463,163,48,2
devices,1257,1460,121,47,2
", ",1379,1461,9,43,2
methods ,1404,1457,136,47,2
"of
",1558,1455,38,45,2
connecting,422,1546,175,48,2
", ",598,1547,8,43,2
and ,620,1545,61,44,2
means ,691,1542,104,46,2
and ,809,1540,60,45,2
source ,881,1538,106,46,2
of ,1001,1536,41,44,2
payment ,1048,1533,140,47,2
(,1202,1533,16,43,2
including ,1215,1529,150,47,2
any ,1380,1528,60,44,2
credit ,1452,1525,93,46,2
"or
",1559,1524,34,44,2
bank ,422,1617,79,42,2
account ,510,1614,125,43,2
numbers,641,1611,137,43,2
),779,1612,15,39,2
";
",794,1612,9,39,2
b,372,1686,22,41,2
. ,396,1685,7,41,2
All ,422,1684,53,42,2
records ,486,1681,117,44,2
or ,614,1679,35,43,2
other ,657,1678,82,43,2
information ,750,1674,186,46,2
regarding ,946,1671,153,45,2
the ,1109,1670,49,43,2
devices ,1167,1668,120,44,2
associated ,1298,1664,163,45,2
with,1471,1663,70,43,2
", ",1543,1663,8,41,2
"or
",1564,1661,32,43,2
used ,427,1752,74,46,2
in ,510,1751,29,45,2
connection ,548,1747,175,48,2
with,730,1745,71,46,2
", ",803,1746,9,43,2
the ,818,1744,51,45,2
account ,877,1741,124,47,2
(,1011,1741,14,43,2
including ,1023,1737,148,47,2
all ,1179,1736,42,44,2
current ,1228,1733,114,46,2
and ,1350,1732,59,44,2
past ,1414,1729,68,46,2
"trusted
",1488,1727,110,46,2
or ,430,1822,31,44,2
authorized ,474,1818,166,47,2
iOS ,652,1817,60,43,2
devices ,721,1813,120,46,2
and ,852,1812,59,44,2
computers,919,1807,166,47,2
", ",1086,1808,10,42,2
and ,1105,1806,61,44,2
any ,1173,1804,59,44,2
devices ,1240,1801,121,46,2
used ,1371,1799,76,44,2
to ,1455,1798,32,43,2
"access
",1497,1796,101,44,2
Apple ,422,1888,106,46,2
services,549,1885,126,46,2
),675,1885,16,42,2
", ",690,1885,11,42,2
including ,720,1880,152,46,2
serial ,891,1878,87,44,2
numbers,997,1874,137,46,2
", ",1135,1874,9,42,2
Unique ,1163,1870,121,46,2
Device ,1303,1867,114,45,2
"Identifiers
",1438,1862,161,47,2
(,428,1959,22,43,2
"""",444,1959,19,42,2
UDID,457,1956,106,45,2
"""",560,1956,20,42,2
),578,1956,15,42,2
", ",595,1955,8,42,2
Advertising ,617,1949,191,48,2
Identifiers ,821,1945,163,47,2
(,999,1945,16,42,2
"""",1015,1945,17,42,2
IDFA,1032,1942,93,45,2
"""",1126,1942,16,42,2
),1140,1942,14,42,2
", ",1155,1942,10,42,2
Global ,1177,1938,113,45,2
Unique ,1304,1934,120,46,2
"Identifiers
",1439,1930,160,47,2
(,430,2027,20,42,2
"""",442,2025,22,43,2
GUID,459,2023,105,45,2
"""",563,2023,17,42,2
),580,2023,14,42,2
", ",596,2023,7,42,2
Media ,615,2020,103,44,2
Access ,727,2016,112,46,2
Control ,851,2013,123,46,2
(,983,2013,16,42,2
"""",998,2013,17,42,2
MAC,1014,2011,94,44,2
"""",1106,2010,16,42,2
) ,1123,2010,12,42,2
addresses,1149,2005,151,47,2
", ",1301,2006,8,42,2
Integrated ,1323,2001,161,47,2
"Circuit
",1495,1998,107,46,2
Card ,431,2093,83,44,2
ID ,522,2092,42,42,2
numbers ,572,2089,136,44,2
(,719,2089,16,41,2
"""",731,2088,17,41,2
ICCID,749,2085,108,44,2
"""",859,2085,15,41,2
),873,2085,14,41,2
", ",887,2084,9,41,2
Electronic ,905,2080,166,45,2
Serial ,1079,2078,91,43,2
Numbers ,1180,2074,145,45,2
(,1337,2074,15,41,2
"""",1350,2073,16,41,2
ESN,1365,2071,77,43,2
"""",1440,2071,17,41,2
),1457,2071,13,41,2
", ",1472,2070,7,41,2
